CODGEO,NOM_COMMUNE,DEP,REGION,REGION_CODE,NB_DPE_TOTAL,NB_PASSOIRES,TAUX_PASSOIRES,NB_CLASSE_A,NB_CLASSE_B,NB_CLASSE_C,NB_CLASSE_D,NB_CLASSE_E,NB_CLASSE_F,NB_CLASSE_G,SURFACE_MOY,CONSO_ENERGIE_MOY,ANNEE_CONSTRUCTION_MOY,NB_MAISONS_DPE,NB_APPARTS_DPE,POPULATION,REVENU_MEDIAN,TAUX_PAUVRETE,MENAGES_PAUVRES,NB_LOGEMENTS,NB_RP,NB_LOGVAC,PASSOIRES_POUR_1000_HAB,TAUX_COUVERTURE_DPE,RATIO_PASSOIRES_RP,TAUX_VACANCE,SCORE_PRIORITE,CATEGORIE_PRIORITE,RANG_PRIORITE
29044,Dinéault,29,Bretagne,53,5,0,0.0,1,0,2,1,1,0,0,61.6,294.4,1992.6,3,2,1853.0,23483.0,21.6,24.9,4102.0,3249.0,379.0,0.0,0.12,0.0,9.24,0.2059,Faible,3198
29051,Ergué-Gabéric,29,Bretagne,53,5,1,20.0,0,0,3,1,0,1,0,46.0,251.0,1986.6,3,1,8606.0,22721.0,19.5,23.0,1595.0,1270.0,193.0,0.12,0.31,0.08,12.1,0.2952,Faible,2145
29055,Le Folgoët,29,Bretagne,53,6,3,50.0,0,0,1,1,1,2,1,83.6,365.8,1969.8,2,4,3315.0,21066.0,21.5,17.8,814.0,676.0,77.0,0.9,0.74,0.44,9.46,0.4358,Moyenne,1062
29057,La Forêt-Fouesnant,29,Bretagne,53,5,1,20.0,0,0,3,1,0,0,1,87.7,337.0,1996.4,2,3,3508.0,16495.0,28.4,33.6,270.0,206.0,36.0,0.29,1.85,0.49,13.33,0.3703,Moyenne,1600
29064,Goulven,29,Bretagne,53,6,2,33.33,0,0,1,2,1,2,0,83.5,385.3,1973.2,3,2,432.0,20011.0,23.1,19.1,256.0,198.0,31.0,4.63,2.34,1.01,12.11,0.3851,Moyenne,1480
29078,Hanvec,29,Bretagne,53,5,0,0.0,0,0,0,4,1,0,0,115.1,343.8,1971.4,2,3,2025.0,15177.0,32.2,29.5,969.0,750.0,71.0,0.0,0.52,0.0,7.33,0.3059,Faible,2062
29084,Île-Molène,29,Bretagne,53,7,1,14.29,1,0,2,3,0,0,1,70.8,276.3,1985.0,3,4,176.0,21339.0,21.2,21.9,1943.0,1633.0,166.0,5.68,0.36,0.06,8.54,0.2939,Faible,2159
29085,Île-Tudy,29,Bretagne,53,8,0,0.0,0,1,2,4,1,0,0,70.8,287.6,1990.0,3,4,742.0,22976.0,22.9,24.3,1964.0,1431.0,180.0,0.0,0.41,0.0,9.16,0.212,Faible,3148
29092,,,Bretagne,53,6,0,0.0,0,2,0,3,1,0,0,69.7,222.7,1988.2,5,1,,,,,6668.0,5530.0,343.0,,0.09,0.0,5.14,,,3613
29095,Kersaint-Plabennec,29,Bretagne,53,5,2,40.0,0,0,0,1,2,2,0,64.2,486.2,1976.6,3,2,1571.0,21029.0,20.4,16.5,4841.0,4069.0,349.0,1.27,0.1,0.05,7.21,0.3965,Moyenne,1386
29096,,,Bretagne,53,5,2,40.0,0,1,1,1,0,2,0,71.0,358.8,1963.2,2,3,,,,,47828.0,33106.0,5907.0,,0.01,0.01,12.35,,,3613
29097,Lampaul-Guimiliau,29,Bretagne,53,7,3,42.86,0,1,2,1,0,1,2,85.2,377.4,1981.3,2,4,2032.0,22655.0,17.5,19.3,879.0,588.0,115.0,1.48,0.8,0.51,13.08,0.3886,Moyenne,1450
29101,Landéda,29,Bretagne,53,7,2,28.57,0,2,0,1,2,1,1,89.9,400.9,1972.6,2,5,3702.0,22819.0,17.9,16.2,,,,0.54,,,,0.3286,Faible,1910
29110,Langolen,29,Bretagne,53,5,0,0.0,1,0,1,1,2,0,0,80.1,361.4,1989.2,3,2,836.0,25010.0,17.4,18.8,,,,0.0,,,,0.1875,Faible,3343
29115,Lannédern,29,Bretagne,53,5,0,0.0,0,1,1,1,2,0,0,76.3,349.4,1989.8,2,3,321.0,15297.0,30.4,26.0,,,,0.0,,,,0.3045,Faible,2070
29116,Lanneuffret,29,Bretagne,53,8,3,37.5,0,0,2,1,2,2,1,83.3,365.9,1968.2,5,3,158.0,20190.0,23.0,26.5,,,,18.99,,,,0.4122,Moyenne,1248
29130,Locmaria-Plouzané,29,Bretagne,53,7,2,28.57,0,0,0,5,0,2,0,110.6,316.7,1963.9,4,3,5130.0,22044.0,20.1,22.6,,,,0.39,,,,0.3379,Moyenne,1822
29131,Locmélar,29,Bretagne,53,6,1,16.67,0,0,2,1,2,0,1,83.4,425.0,1982.0,1,3,487.0,19016.0,25.6,21.3,,,,2.05,,,,0.3282,Faible,1915
29133,Locquirec,29,Bretagne,53,5,4,80.0,0,0,0,1,0,2,2,77.7,515.8,1951.2,3,2,1555.0,20177.0,25.6,26.4,,,,2.57,,,,0.568,Moyenne,413
29135,Loctudy,29,Bretagne,53,5,1,20.0,1,0,1,2,0,0,1,54.0,302.8,1976.0,2,3,4075.0,21149.0,21.8,24.6,,,,0.25,,,,0.3142,Faible,1998
29140,Loperhet,29,Bretagne,53,5,0,0.0,0,0,0,3,2,0,0,61.2,273.4,1986.2,3,2,3959.0,24234.0,19.3,22.7,,,,0.0,,,,0.1968,Faible,3279
29150,Moëlan-sur-Mer,29,Bretagne,53,5,1,20.0,0,0,2,0,2,1,0,62.4,422.4,1987.4,2,3,6749.0,19237.0,22.9,26.4,,,,0.15,,,,0.3372,Moyenne,1830
29152,Motreff,29,Bretagne,53,5,0,0.0,1,0,0,1,3,0,0,81.9,363.4,1984.8,3,2,654.0,18937.0,26.1,30.3,,,,0.0,,,,0.2606,Faible,2537
29167,Plogastel-Saint-Germain,29,Bretagne,53,9,3,33.33,0,0,1,3,2,2,1,80.0,312.9,1966.4,4,5,2024.0,23290.0,20.7,22.3,,,,1.48,,,,0.3428,Moyenne,1794
29187,Plougar,29,Bretagne,53,8,0,0.0,0,2,0,1,5,0,0,77.8,399.8,1988.4,6,2,789.0,17291.0,27.7,31.6,,,,0.0,,,,0.2805,Faible,2299
29197,Plouhinec,29,Bretagne,53,6,3,50.0,0,0,1,1,1,2,1,140.2,431.2,1966.3,3,3,3919.0,20489.0,22.7,22.5,,,,0.77,,,,0.4426,Moyenne,1010
29198,Plouider,29,Bretagne,53,5,2,40.0,0,0,1,1,1,0,2,43.0,429.8,1974.0,0,5,1809.0,16505.0,29.1,26.7,,,,1.11,,,,0.4509,Moyenne,942
29205,Plounévézel,29,Bretagne,53,8,1,12.5,2,1,0,1,3,1,0,69.8,365.0,1987.8,3,3,1157.0,21036.0,21.9,17.7,,,,0.86,,,,0.2861,Faible,2239
29208,Plourin,29,Bretagne,53,5,2,40.0,0,0,2,0,1,2,0,60.0,455.4,1973.4,2,3,1268.0,13129.0,30.8,36.8,,,,1.58,,,,0.492,Moyenne,671
29210,Plouvorn,29,Bretagne,53,5,1,20.0,1,0,1,2,0,0,1,75.4,284.0,1988.8,3,2,2916.0,21683.0,23.7,23.5,,,,0.34,,,,0.3079,Faible,2046
29214,Plovan,29,Bretagne,53,5,2,40.0,0,0,1,2,0,0,2,65.0,321.4,1976.8,4,1,677.0,18118.0,27.7,24.1,,,,2.95,,,,0.4331,Moyenne,1080
29223,,,Bretagne,53,6,0,0.0,0,2,1,1,2,0,0,75.0,292.5,1992.0,2,3,,,,,,,,,,,,,,3613
29229,Quéménéven,29,Bretagne,53,6,2,33.33,1,0,1,0,2,1,1,51.4,442.8,1985.7,1,4,1119.0,19784.0,27.4,24.8,,,,1.79,,,,0.3854,Moyenne,1476
29231,,,Bretagne,53,5,3,60.0,0,0,0,2,0,2,1,63.4,384.0,1957.2,2,3,,,,,,,,,,,,,,3613
29234,Rédené,29,Bretagne,53,5,2,40.0,0,1,1,0,1,2,0,80.7,419.4,1988.2,4,1,3043.0,20619.0,21.0,24.2,,,,0.66,,,,0.401,Moyenne,1342
29238,Roscanvel,29,Bretagne,53,5,2,40.0,0,0,0,1,2,1,1,88.2,449.4,1976.8,3,2,855.0,24398.0,19.7,17.2,,,,2.34,,,,0.3569,Moyenne,1685
29239,Roscoff,29,Bretagne,53,8,2,25.0,0,0,3,2,1,1,1,64.7,342.5,1977.5,4,4,3334.0,24107.0,16.8,15.6,,,,0.6,,,,0.2989,Faible,2116
29247,Saint-Évarzec,29,Bretagne,53,5,2,40.0,0,0,1,2,0,1,1,82.5,379.0,1974.0,2,2,3574.0,20500.0,23.3,27.2,,,,0.56,,,,0.4024,Moyenne,1334
29256,Saint-Nic,29,Bretagne,53,5,1,20.0,0,0,1,0,3,1,0,56.4,434.4,1973.2,3,2,753.0,20329.0,26.1,30.9,,,,1.33,,,,0.3251,Faible,1932
29259,Saint-Pol-de-Léon,29,Bretagne,53,10,5,50.0,0,0,1,4,0,1,4,75.2,397.6,1969.1,5,5,6941.0,23862.0,21.3,24.7,,,,0.72,,,,0.4019,Moyenne,1337
29260,Saint-Renan,29,Bretagne,53,5,1,20.0,0,0,1,1,2,0,1,59.0,358.4,1985.8,2,3,8577.0,22216.0,24.0,24.1,,,,0.12,,,,0.3013,Faible,2094
29261,Saint-Rivoal,29,Bretagne,53,7,0,0.0,0,1,1,4,1,0,0,55.0,301.7,1982.4,5,2,223.0,16260.0,24.8,23.6,,,,0.0,,,,0.2929,Faible,2167
29264,Saint-Servais,29,Bretagne,53,6,2,33.33,0,1,0,3,0,2,0,49.3,267.2,1973.8,0,6,784.0,24226.0,18.2,14.7,,,,2.55,,,,0.3325,Moyenne,1877
29267,Saint-Thois,29,Bretagne,53,5,1,20.0,1,0,0,1,2,1,0,52.9,327.8,1972.4,4,1,703.0,15422.0,28.8,25.1,,,,1.42,,,,0.3842,Moyenne,1490
29275,Scrignac,29,Bretagne,53,5,1,20.0,0,0,2,1,1,0,1,53.4,320.8,1988.0,2,3,816.0,16133.0,29.7,27.1,,,,1.23,,,,0.3755,Moyenne,1560
29282,Trébabu,29,Bretagne,53,7,1,14.29,1,0,2,2,1,1,0,103.1,339.7,1986.4,2,5,368.0,22923.0,21.6,20.4,,,,2.72,,,,0.2722,Faible,2384
29284,Treffiagat,29,Bretagne,53,5,2,40.0,0,0,0,1,2,1,1,84.2,463.8,1962.8,5,0,2429.0,19777.0,29.1,29.0,,,,0.82,,,,0.4113,Moyenne,1256
29286,Tréflévénez,29,Bretagne,53,5,0,0.0,0,1,0,1,3,0,0,70.9,346.8,1984.4,1,4,260.0,13908.0,34.7,28.4,,,,0.0,,,,0.3212,Faible,1950
29290,Tréglonou,29,Bretagne,53,7,1,14.29,0,0,2,3,1,1,0,78.4,336.3,1981.4,4,3,689.0,16947.0,29.8,26.7,,,,1.45,,,,0.3431,Moyenne,1790
29295,Trémaouézan,29,Bretagne,53,6,2,33.33,0,0,1,3,0,1,1,89.5,321.7,1984.3,4,2,483.0,24747.0,14.7,11.8,,,,4.14,,,,0.3276,Faible,1918
29297,Tréméven,29,Bretagne,53,8,2,25.0,1,0,2,1,2,1,1,64.0,332.5,1978.8,6,2,2402.0,18599.0,28.6,34.0,,,,0.83,,,,0.3655,Moyenne,1635
29298,Tréogat,29,Bretagne,53,6,1,16.67,1,2,2,0,0,1,0,73.0,181.7,1997.2,4,2,573.0,18457.0,23.6,24.9,,,,1.75,,,,0.3347,Moyenne,1852
29303,,,Bretagne,53,8,2,25.0,0,0,1,3,2,2,0,81.7,353.4,1978.6,3,5,,,,,,,,,,,,,,3613
29304,,,Bretagne,53,6,4,66.67,1,1,0,0,0,4,0,60.2,440.3,1969.5,3,3,,,,,,,,,,,,,,3613
29306,,,Bretagne,53,6,3,50.0,0,1,2,0,0,2,1,59.3,334.5,1976.0,3,3,,,,,,,,,,,,,,3613
29315,,,Bretagne,53,5,4,80.0,0,0,0,0,1,3,1,111.6,476.2,1946.0,2,3,,,,,,,,,,,,,,3613
29320,,,Bretagne,53,7,3,42.86,0,0,0,2,2,1,2,97.9,410.7,1975.6,2,5,,,,,,,,,,,,,,3613
29321,,,Bretagne,53,13,2,15.38,0,1,2,4,4,2,0,62.6,378.8,1983.3,5,7,,,,,,,,,,,,,,3613
29322,,,Bretagne,53,5,0,0.0,1,1,3,0,0,0,0,78.5,162.0,2004.0,4,1,,,,,,,,,,,,,,3613
29327,,,Bretagne,53,6,0,0.0,0,1,2,3,0,0,0,75.0,185.2,1991.7,2,3,,,,,,,,,,,,,,3613
29333,,,Bretagne,53,6,3,50.0,0,0,1,1,1,3,0,68.3,381.3,1975.5,4,2,,,,,,,,,,,,,,3613
29339,,,Bretagne,53,7,3,42.86,0,0,0,1,3,3,0,104.6,414.9,1973.6,4,3,,,,,,,,,,,,,,3613
29344,,,Bretagne,53,5,1,20.0,0,0,1,2,1,1,0,70.2,306.6,1974.8,1,4,,,,,,,,,,,,,,3613
29357,,,Bretagne,53,6,2,33.33,0,1,1,2,0,0,2,90.4,253.8,1977.0,5,1,,,,,,,,,,,,,,3613
29363,,,Bretagne,53,5,3,60.0,0,0,0,1,1,2,1,59.0,434.6,1960.6,2,3,,,,,,,,,,,,,,3613
29368,,,Bretagne,53,6,2,33.33,0,1,0,1,2,1,1,100.5,443.3,1979.8,4,2,,,,,,,,,,,,,,3613
29373,,,Bretagne,53,7,1,14.29,0,1,1,3,1,0,1,70.7,255.9,1977.4,4,3,,,,,,,,,,,,,,3613
29376,,,Bretagne,53,7,1,14.29,0,0,2,3,1,0,1,64.5,333.0,1974.4,3,4,,,,,,,,,,,,,,3613
29383,,,Bretagne,53,6,1,16.67,1,1,2,0,1,1,0,73.7,271.5,1990.2,4,2,,,,,,,,,,,,,,3613
29392,,,Bretagne,53,5,2,40.0,0,0,1,1,1,1,1,77.8,371.8,1974.8,3,2,,,,,,,,,,,,,,3613
29397,,,Bretagne,53,6,1,16.67,0,0,2,2,1,1,0,77.5,311.7,1982.5,3,2,,,,,,,,,,,,,,3613
35008,Availles-sur-Seiche,35,Bretagne,53,5,2,40.0,0,0,1,1,1,1,1,42.2,408.2,1975.4,4,1,630.0,24531.0,18.1,15.7,514.0,418.0,45.0,3.17,0.97,0.48,8.75,0.356,Moyenne,1693
35021,Beaucé,35,Bretagne,53,5,1,20.0,1,1,0,1,1,0,1,50.5,255.0,1981.6,1,3,1256.0,17156.0,26.9,28.8,325.0,216.0,18.0,0.8,1.54,0.46,5.54,0.3628,Moyenne,1649
35024,Betton,35,Bretagne,53,5,2,40.0,0,0,0,2,1,0,2,72.2,352.2,1962.0,1,4,12964.0,22460.0,18.3,21.7,561.0,466.0,46.0,0.15,0.89,0.43,8.2,0.3784,Moyenne,1533
35025,Billé,35,Bretagne,53,6,2,33.33,0,0,1,1,2,1,1,87.0,444.2,1969.8,4,2,1010.0,28867.0,11.6,11.0,191.0,160.0,24.0,1.98,3.14,1.25,12.57,0.2761,Faible,2346
35027,Boisgervilly,35,Bretagne,53,5,1,20.0,0,0,2,1,1,0,1,92.4,360.0,1980.6,4,0,1804.0,22461.0,21.9,22.5,54548.0,44204.0,6958.0,0.55,0.01,0.0,12.76,0.2987,Faible,2118
35036,,,Bretagne,53,6,3,50.0,0,0,0,0,3,3,0,90.1,494.3,1961.0,2,2,,,,,1952.0,1434.0,215.0,,0.31,0.21,11.01,,,3613
35038,Bréal-sous-Vitré,35,Bretagne,53,5,1,20.0,0,0,2,2,0,1,0,78.0,296.0,1984.4,2,3,612.0,19518.0,28.1,32.6,1775.0,1423.0,131.0,1.63,0.28,0.07,7.38,0.3351,Moyenne,1848
35040,Breteil,35,Bretagne,53,5,3,60.0,0,0,1,1,0,0,3,84.3,442.4,1969.0,1,4,3675.0,27955.0,15.9,14.5,552.0,387.0,58.0,0.82,0.91,0.78,10.51,0.3928,Moyenne,1405
35041,Brie,35,Bretagne,53,5,1,20.0,0,0,0,2,2,1,0,78.2,431.4,1968.0,3,2,988.0,23186.0,22.6,21.4,291.0,219.0,15.0,1.01,1.72,0.46,5.15,0.2904,Faible,2199
35043,,,Bretagne,53,5,0,0.0,2,0,0,2,1,0,0,118.4,246.8,1984.0,2,3,,,,,2335.0,1683.0,174.0,,0.21,0.0,7.45,,,3613
35046,Les Brulais,35,Bretagne,53,8,3,37.5,1,0,1,2,1,2,1,62.1,372.9,1976.9,5,3,542.0,17574.0,25.4,28.7,10655.0,7155.0,690.0,5.54,0.08,0.04,6.48,0.4319,Moyenne,1089
35053,,,Bretagne,53,6,2,33.33,0,0,1,2,1,0,2,70.9,341.8,1977.0,3,3,,,,,157.0,114.0,22.0,,3.82,1.75,14.01,,,3613
35055,Chantepie,35,Bretagne,53,6,4,66.67,0,0,1,1,0,2,2,95.7,431.8,1965.0,3,3,10670.0,18595.0,25.6,26.3,11.0,8.0,1.0,0.37,54.55,50.0,9.09,0.5318,Moyenne,497
35058,La Chapelle-Chaussée,35,Bretagne,53,5,1,20.0,0,0,0,1,3,1,0,60.9,503.0,1977.4,1,4,1298.0,13680.0,29.4,35.2,2163.0,1654.0,168.0,0.77,0.23,0.06,7.77,0.4047,Moyenne,1313
35060,La Chapelle du Lou du Lac,35,Bretagne,53,5,2,40.0,0,0,0,2,1,2,0,105.4,388.2,1968.6,3,2,1050.0,24643.0,16.0,15.1,1313.0,1071.0,66.0,1.9,0.38,0.19,5.03,0.3536,Moyenne,1716
35065,La Chapelle-Thouarault,35,Bretagne,53,5,0,0.0,0,1,0,2,2,0,0,76.1,325.8,1988.4,1,3,2304.0,20221.0,21.8,20.6,1018.0,842.0,101.0,0.0,0.49,0.0,9.92,0.2452,Faible,2766
35067,Chasné-sur-Illet,35,Bretagne,53,6,2,33.33,0,2,0,1,1,2,0,95.7,365.2,1976.0,2,4,1744.0,21367.0,26.5,24.9,845.0,684.0,87.0,1.15,0.71,0.29,10.3,0.3657,Moyenne,1633
35069,Châteaugiron,35,Bretagne,53,6,1,16.67,0,0,1,0,4,0,1,65.9,475.5,1970.3,2,4,10845.0,22399.0,16.1,17.6,4871.0,3700.0,589.0,0.09,0.12,0.03,12.09,0.2857,Faible,2245
35071,Le Châtellier,35,Bretagne,53,6,3,50.0,0,0,0,1,2,2,1,72.7,548.8,1972.2,4,2,430.0,22661.0,22.5,22.3,27.0,20.0,3.0,6.98,22.22,15.0,11.11,0.4219,Moyenne,1172
35072,Châtillon-en-Vendelais,35,Bretagne,53,5,0,0.0,0,1,0,2,2,0,0,92.4,393.8,1985.6,3,2,1775.0,22734.0,26.8,24.3,1011.0,781.0,108.0,0.0,0.49,0.0,10.68,0.2149,Faible,3124
35073,,,Bretagne,53,7,1,14.29,1,0,2,0,3,1,0,61.8,386.7,1986.4,4,3,,,,,245.0,187.0,16.0,,2.86,0.53,6.53,,,3613
35076,Chavagne,35,Bretagne,53,7,3,42.86,0,1,0,1,2,3,0,97.4,476.1,1970.7,3,4,4709.0,23601.0,18.3,20.9,4741.0,3458.0,335.0,0.64,0.15,0.09,7.07,0.3765,Moyenne,1550
35083,,,Bretagne,53,5,1,20.0,1,1,1,0,1,1,0,93.5,320.4,1987.4,4,1,,,,,99.0,67.0,6.0,,5.05,1.49,6.06,,,3613
35088,Corps-Nuds,35,Bretagne,53,8,2,25.0,0,0,1,2,3,2,0,75.9,408.1,1978.4,5,3,3567.0,18852.0,27.2,23.2,3537.0,2696.0,258.0,0.56,0.23,0.07,7.29,0.3622,Moyenne,1654
35091,Le Crouais,35,Bretagne,53,6,2,33.33,0,0,0,1,3,0,2,63.4,464.8,1970.8,4,2,592.0,23318.0,18.8,16.5,5073.0,3880.0,288.0,3.38,0.12,0.05,5.68,0.3442,Moyenne,1781
35102,Drouges,35,Bretagne,53,5,1,20.0,0,0,0,2,2,1,0,102.4,445.2,1975.4,3,2,502.0,26319.0,15.3,12.7,,,,1.99,,,,0.2535,Faible,2646
35104,Epiniac,35,Bretagne,53,6,2,33.33,0,0,0,1,3,1,1,76.3,495.7,1975.0,5,1,1438.0,23686.0,17.5,15.8,,,,1.39,,,,0.338,Moyenne,1821
35136,Janzé,35,Bretagne,53,5,1,20.0,0,1,1,1,1,1,0,76.8,345.4,1980.6,3,2,8649.0,20155.0,25.5,20.8,,,,0.12,,,,0.3261,Faible,1926
35137,Javené,35,Bretagne,53,5,1,20.0,0,0,1,3,0,1,0,78.0,255.6,1973.2,2,3,2205.0,19267.0,24.3,24.9,,,,0.45,,,,0.3371,Moyenne,1832
35140,Lalleu,35,Bretagne,53,5,1,20.0,0,1,2,1,0,1,0,68.2,273.4,1989.4,3,2,593.0,21145.0,20.1,19.9,,,,1.69,,,,0.3156,Faible,1992
35141,Landavran,35,Bretagne,53,5,0,0.0,1,0,1,2,1,0,0,127.6,231.8,1992.4,3,2,674.0,16737.0,26.4,22.5,,,,0.0,,,,0.2872,Faible,2226
35149,Lassy,35,Bretagne,53,6,0,0.0,1,0,2,3,0,0,0,98.8,219.0,1987.0,0,6,1841.0,18753.0,24.6,24.6,,,,0.0,,,,0.2629,Faible,2502
35150,Lécousse,35,Bretagne,53,7,4,57.14,0,0,0,2,1,2,2,67.9,356.1,1957.6,2,5,3530.0,22328.0,22.3,22.3,,,,1.13,,,,0.4494,Moyenne,951
35161,Louvigné-de-Bais,35,Bretagne,53,6,3,50.0,1,0,0,0,2,2,1,84.9,377.8,1966.5,3,2,1890.0,19722.0,28.3,25.8,,,,1.59,,,,0.4526,Moyenne,930
35167,Martigné-Ferchaud,35,Bretagne,53,5,2,40.0,0,1,1,1,0,0,2,110.3,328.4,1975.8,2,3,2688.0,26201.0,16.2,16.1,,,,0.74,,,,0.3338,Moyenne,1858
35168,Val d'Anast,35,Bretagne,53,6,2,33.33,1,0,1,2,0,1,1,103.8,304.5,1970.8,3,3,3930.0,22271.0,18.9,19.9,,,,0.51,,,,0.3543,Moyenne,1712
35170,Mecé,35,Bretagne,53,7,0,0.0,0,1,0,3,3,0,0,56.0,336.7,1978.0,6,1,618.0,17387.0,24.9,28.5,,,,0.0,,,,0.2793,Faible,2315
35171,Médréac,35,Bretagne,53,5,2,40.0,0,0,0,1,2,1,1,71.5,479.8,1957.0,5,0,1853.0,19088.0,23.5,26.0,,,,1.08,,,,0.4198,Moyenne,1191
35172,Meillac,35,Bretagne,53,6,2,33.33,0,1,2,0,1,0,2,54.1,407.3,1985.3,4,2,1974.0,15700.0,29.3,33.6,,,,1.01,,,,0.4338,Moyenne,1072
35173,Melesse,35,Bretagne,53,5,1,20.0,0,0,1,1,2,0,1,82.1,413.8,1985.2,4,1,7541.0,21084.0,24.9,26.2,,,,0.13,,,,0.3149,Faible,1994
35174,Mellé,35,Bretagne,53,6,2,33.33,0,0,0,1,3,1,1,71.8,491.7,1972.3,4,2,651.0,24457.0,20.5,22.2,,,,3.07,,,,0.3302,Moyenne,1895
35175,Mernel,35,Bretagne,53,6,3,50.0,0,0,1,1,1,2,1,84.1,421.5,1970.7,4,2,1021.0,22220.0,22.9,27.1,,,,2.94,,,,0.4237,Moyenne,1162
35180,Miniac-sous-Bécherel,35,Bretagne,53,5,1,20.0,0,0,0,2,2,1,0,83.1,438.2,1983.0,3,2,776.0,24402.0,18.7,15.8,,,,1.29,,,,0.276,Faible,2347
35184,Montauban-de-Bretagne,35,Bretagne,53,5,0,0.0,0,1,1,1,2,0,0,73.4,322.2,1992.2,4,1,6597.0,21285.0,23.9,25.2,,,,0.0,,,,0.2324,Faible,2941
35190,Monthault,35,Bretagne,53,7,0,0.0,3,0,0,2,2,0,0,75.4,262.1,1989.6,6,1,248.0,25132.0,14.2,13.8,,,,0.0,,,,0.186,Faible,3354
35199,Moussé,35,Bretagne,53,7,3,42.86,0,0,2,1,1,3,0,79.8,308.6,1969.1,5,2,293.0,23556.0,18.7,22.1,,,,10.24,,,,0.3854,Moyenne,1476
35204,Nouvoitou,35,Bretagne,53,5,3,60.0,0,0,1,0,1,3,0,99.2,517.8,1969.0,2,3,3911.0,23749.0,22.5,22.0,,,,0.77,,,,0.4434,Moyenne,1006
35208,Orgères,35,Bretagne,53,6,3,50.0,0,0,1,1,1,1,2,73.4,395.3,1959.3,2,4,5732.0,24692.0,17.8,15.2,,,,0.52,,,,0.3918,Moyenne,1417
35211,Paimpont,35,Bretagne,53,7,3,42.86,0,0,0,3,1,3,0,74.2,341.3,1963.1,4,2,1772.0,17436.0,27.9,30.1,,,,1.69,,,,0.4517,Moyenne,938
35215,Parigné,35,Bretagne,53,10,3,30.0,0,0,1,4,2,2,1,64.8,345.9,1968.1,5,3,1286.0,23741.0,17.1,15.9,,,,2.33,,,,0.3248,Faible,1934
35217,Le Pertre,35,Bretagne,53,8,5,62.5,1,0,0,2,0,1,4,52.7,377.5,1964.6,4,3,1363.0,17186.0,24.5,29.2,,,,3.67,,,,0.5349,Moyenne,485
35218,Le Petit-Fougeray,35,Bretagne,53,6,2,33.33,0,1,0,3,0,0,2,79.8,237.5,1978.8,3,1,901.0,16966.0,28.1,33.4,,,,2.22,,,,0.4197,Moyenne,1194
35227,Pleumeleuc,35,Bretagne,53,5,0,0.0,0,0,1,3,1,0,0,61.0,297.6,1986.8,3,2,3543.0,24831.0,15.5,14.2,,,,0.0,,,,0.1897,Faible,3328
35228,Pleurtuit,35,Bretagne,53,7,2,28.57,1,0,0,3,1,1,1,80.1,400.9,1968.7,3,3,7167.0,26428.0,14.5,11.7,,,,0.28,,,,0.2849,Faible,2253
35229,Pocé-les-Bois,35,Bretagne,53,8,3,37.5,0,0,1,2,2,2,1,73.2,387.6,1970.0,5,3,1312.0,21919.0,23.1,20.4,,,,2.29,,,,0.3767,Moyenne,1547
35234,Quédillac,35,Bretagne,53,6,2,33.33,0,0,1,1,2,1,1,57.1,393.5,1963.2,3,1,1287.0,19810.0,25.3,28.3,,,,1.55,,,,0.3848,Moyenne,1484
35235,Rannée,35,Bretagne,53,6,1,16.67,0,0,2,1,2,1,0,102.2,390.7,1982.2,4,2,1100.0,33736.0,10.2,9.2,,,,0.91,,,,0.1499,Faible,3512
35238,Rennes,35,Bretagne,53,6,0,0.0,0,0,2,1,3,0,0,90.5,365.7,1988.2,2,4,230890.0,23275.0,17.6,17.9,,,,0.0,,,,0.2084,Faible,3176
35240,Le Rheu,35,Bretagne,53,5,2,40.0,0,0,0,1,2,1,1,96.0,405.4,1966.4,0,5,9839.0,28635.0,13.5,11.6,,,,0.2,,,,0.304,Faible,2074
35248,Sains,35,Bretagne,53,7,3,42.86,0,0,1,1,2,2,1,76.2,437.4,1965.4,5,1,468.0,24338.0,16.3,19.1,,,,6.41,,,,0.3727,Moyenne,1582
35251,Saint-Aubin-d'Aubigné,35,Bretagne,53,5,1,20.0,1,0,2,0,1,0,1,89.5,295.2,1980.8,2,3,4304.0,20781.0,22.1,25.5,,,,0.23,,,,0.3187,Faible,1967
35254,,,Bretagne,53,5,0,0.0,0,2,1,1,1,0,0,65.1,220.4,1995.2,2,3,,,,,,,,,,,,,,3613
35257,Maen Roch,35,Bretagne,53,7,1,14.29,1,0,2,1,2,0,1,67.4,328.1,1981.9,2,5,5088.0,21795.0,20.0,17.2,,,,0.2,,,,0.2836,Faible,2264
35270,Saint-Georges-de-Gréhaigne,35,Bretagne,53,8,2,25.0,1,1,1,3,0,1,1,46.5,287.6,1980.4,7,1,384.0,25569.0,14.8,12.0,,,,5.21,,,,0.2853,Faible,2250
35289,Saint-Malo-de-Phily,35,Bretagne,53,5,3,60.0,0,0,0,2,0,2,1,58.7,364.8,1958.0,3,2,1081.0,22237.0,22.9,22.4,,,,2.78,,,,0.4633,Moyenne,867
35300,Saint-M'Hervé,35,Bretagne,53,5,3,60.0,0,0,1,0,1,3,0,78.5,512.6,1961.4,2,2,1354.0,20060.0,26.8,26.6,,,,2.22,,,,0.4891,Moyenne,695
