CODGEO,DEP,NB_LOGEMENTS,NB_RP,NB_LOGVAC,NB_MAISON,NB_APPART
93025,93,36749.0,28590.0,4470.0,10556.0,18536.0
93026,93,916.0,648.0,62.0,393.0,366.0
93027,93,56503.0,37179.0,5223.0,12315.0,13244.0
93028,93,955.0,664.0,139.0,311.0,435.0
93029,93,219.0,147.0,32.0,98.0,55.0
93030,93,1690.0,1170.0,225.0,391.0,517.0
93031,93,649.0,526.0,72.0,254.0,366.0
93032,93,451.0,335.0,33.0,130.0,153.0
93033,93,152.0,102.0,15.0,56.0,62.0
93034,93,1810.0,1528.0,99.0,527.0,651.0
93035,93,158.0,104.0,15.0,45.0,45.0
93036,93,893.0,632.0,106.0,247.0,422.0
93037,93,106.0,87.0,12.0,47.0,35.0
93038,93,117.0,82.0,13.0,54.0,38.0
93039,93,2483.0,2053.0,176.0,1000.0,1058.0
93040,93,414.0,316.0,32.0,174.0,162.0
93041,93,12574.0,10517.0,1190.0,4863.0,5536.0
93042,93,2738.0,1836.0,306.0,914.0,1174.0
93043,93,6189.0,4181.0,716.0,2770.0,2791.0
93044,93,83.0,56.0,12.0,18.0,21.0
93045,93,1938.0,1289.0,275.0,568.0,712.0
93046,93,370.0,276.0,29.0,138.0,167.0
93047,93,499.0,410.0,29.0,141.0,141.0
93048,93,173.0,140.0,23.0,46.0,67.0
93049,93,2265.0,1796.0,188.0,698.0,1061.0
93050,93,696.0,585.0,65.0,359.0,278.0
93051,93,16.0,12.0,1.0,7.0,8.0
93052,93,80.0,62.0,5.0,26.0,28.0
93053,93,3271.0,2370.0,471.0,1524.0,1097.0
93054,93,948.0,714.0,84.0,480.0,454.0
93055,93,2699.0,1779.0,247.0,1217.0,1168.0
93056,93,297.0,227.0,36.0,99.0,157.0
93057,93,77.0,60.0,5.0,30.0,23.0
93058,93,2173.0,1454.0,165.0,607.0,840.0
93059,93,819.0,693.0,55.0,277.0,452.0
93060,93,12471.0,10505.0,1212.0,3433.0,5974.0
93061,93,258.0,180.0,31.0,65.0,55.0
93062,93,5513.0,3885.0,635.0,1441.0,1453.0
93063,93,7151.0,5040.0,1018.0,3231.0,1895.0
93064,93,2574.0,1861.0,155.0,684.0,1294.0
93065,93,5546.0,4452.0,599.0,2858.0,1529.0
93066,93,2690.0,2125.0,224.0,1433.0,853.0
93067,93,615.0,521.0,60.0,255.0,325.0
93068,93,607.0,488.0,70.0,249.0,168.0
93069,93,548.0,383.0,44.0,252.0,215.0
93070,93,12676.0,10158.0,1688.0,4065.0,3334.0
93071,93,3515.0,2917.0,295.0,1711.0,1223.0
93072,93,1682.0,1210.0,89.0,515.0,644.0
93073,93,420.0,337.0,23.0,207.0,117.0
93074,93,933.0,781.0,105.0,275.0,387.0
93075,93,1761.0,1278.0,148.0,568.0,484.0
93076,93,837.0,648.0,53.0,324.0,433.0
93077,93,557.0,368.0,57.0,205.0,161.0
93078,93,81.0,68.0,4.0,21.0,38.0
93079,93,6712.0,4685.0,729.0,2191.0,2467.0
93080,93,103.0,78.0,12.0,46.0,33.0
93081,93,6755.0,5555.0,768.0,3774.0,2208.0
93082,93,321.0,225.0,46.0,130.0,87.0
93083,93,2701.0,1764.0,207.0,777.0,1206.0
93084,93,1711.0,1131.0,180.0,533.0,526.0
93085,93,9851.0,6971.0,724.0,4497.0,4404.0
93086,93,834.0,633.0,77.0,298.0,400.0
93087,93,8629.0,7177.0,1197.0,4283.0,2686.0
93088,93,3447.0,2284.0,172.0,1142.0,1166.0
93089,93,2636.0,1773.0,355.0,729.0,1185.0
93090,93,808.0,680.0,70.0,404.0,300.0
93091,93,1239.0,849.0,101.0,285.0,372.0
93092,93,4344.0,3664.0,579.0,1396.0,2061.0
93093,93,5643.0,4073.0,679.0,2296.0,2215.0
93094,93,407.0,266.0,23.0,127.0,149.0
93095,93,469.0,367.0,25.0,151.0,245.0
93096,93,391.0,310.0,39.0,97.0,146.0
93097,93,167597.0,131513.0,13490.0,59345.0,39823.0
93098,93,1753.0,1222.0,211.0,507.0,407.0
93099,93,66.0,52.0,8.0,27.0,16.0
94001,94,328.0,225.0,20.0,135.0,114.0
94002,94,1369.0,921.0,95.0,537.0,576.0
94003,94,4499.0,3557.0,556.0,2092.0,2263.0
94004,94,520.0,411.0,26.0,190.0,252.0
94005,94,610.0,502.0,54.0,349.0,341.0
94006,94,472.0,308.0,37.0,130.0,177.0
94007,94,513.0,380.0,66.0,257.0,176.0
94008,94,222.0,152.0,18.0,94.0,74.0
94009,94,4088.0,3110.0,599.0,1984.0,2031.0
94010,94,903.0,635.0,122.0,365.0,421.0
94011,94,369.0,240.0,36.0,119.0,152.0
94012,94,3940.0,2819.0,256.0,1054.0,1630.0
94013,94,693.0,496.0,83.0,338.0,280.0
94014,94,803.0,631.0,42.0,371.0,292.0
94015,94,963.0,653.0,115.0,430.0,290.0
94016,94,8624.0,5850.0,1165.0,1878.0,1819.0
94017,94,260.0,175.0,24.0,88.0,89.0
94018,94,511.0,385.0,56.0,211.0,120.0
94019,94,2119.0,1379.0,268.0,790.0,667.0
94020,94,60.0,42.0,8.0,17.0,18.0
94021,94,365.0,267.0,52.0,119.0,166.0
94022,94,196.0,140.0,15.0,76.0,89.0
94023,94,348.0,282.0,23.0,91.0,125.0
94024,94,1741.0,1206.0,204.0,692.0,694.0
94025,94,11720.0,9297.0,1399.0,4372.0,5914.0
94026,94,1181.0,884.0,107.0,356.0,277.0
94027,94,852.0,631.0,83.0,363.0,301.0
94028,94,34775.0,26822.0,4184.0,17337.0,16313.0
94029,94,12415.0,8525.0,1318.0,5212.0,3791.0
94030,94,1845.0,1252.0,239.0,464.0,636.0
94031,94,1433.0,1129.0,165.0,550.0,719.0
94032,94,136.0,103.0,11.0,50.0,58.0
94033,94,627.0,456.0,72.0,189.0,173.0
94034,94,1139.0,843.0,148.0,426.0,272.0
94035,94,2480.0,1882.0,243.0,1079.0,954.0
94036,94,67.0,53.0,9.0,28.0,22.0
94037,94,2843.0,2014.0,366.0,981.0,932.0
94038,94,329.0,271.0,32.0,124.0,94.0
94039,94,206.0,174.0,24.0,75.0,116.0
94040,94,3193.0,2645.0,215.0,1426.0,1836.0
94041,94,18346.0,13533.0,2072.0,4447.0,5073.0
94042,94,9704.0,8005.0,1209.0,3578.0,4857.0
94043,94,914.0,737.0,72.0,501.0,514.0
94044,94,121.0,85.0,15.0,40.0,30.0
94045,94,427.0,348.0,33.0,204.0,210.0
94046,94,15537.0,10783.0,1186.0,3424.0,3483.0
94047,94,593.0,477.0,43.0,300.0,256.0
94048,94,1242.0,1010.0,118.0,350.0,570.0
94049,94,12364.0,9818.0,1276.0,6043.0,3597.0
94050,94,903.0,749.0,55.0,459.0,340.0
94051,94,188.0,148.0,21.0,66.0,75.0
94052,94,955.0,718.0,121.0,474.0,282.0
94053,94,3500.0,2421.0,462.0,1278.0,1318.0
94054,94,246.0,192.0,24.0,74.0,96.0
94055,94,3252.0,2151.0,224.0,1449.0,969.0
94056,94,3405.0,2520.0,475.0,1573.0,865.0
94057,94,868.0,672.0,109.0,245.0,379.0
94058,94,910.0,771.0,98.0,505.0,369.0
94059,94,195.0,136.0,9.0,66.0,63.0
94060,94,481.0,350.0,56.0,211.0,162.0
94061,94,198.0,159.0,22.0,73.0,80.0
94062,94,87.0,58.0,11.0,20.0,36.0
94063,94,504.0,360.0,33.0,226.0,228.0
94064,94,2254.0,1844.0,206.0,911.0,933.0
94065,94,539.0,381.0,70.0,205.0,161.0
94066,94,1636.0,1065.0,157.0,420.0,580.0
94067,94,945.0,775.0,109.0,235.0,321.0
94068,94,531.0,447.0,55.0,181.0,278.0
94069,94,1766.0,1468.0,147.0,600.0,764.0
94070,94,480.0,319.0,63.0,199.0,167.0
94071,94,2957.0,2055.0,405.0,1165.0,725.0
94072,94,7353.0,5727.0,611.0,3546.0,3520.0
94073,94,1703.0,1390.0,217.0,611.0,697.0
94074,94,4301.0,3254.0,415.0,1280.0,1265.0
94075,94,1185.0,778.0,107.0,518.0,509.0
94076,94,3860.0,3236.0,281.0,1368.0,1130.0
94077,94,571.0,461.0,29.0,300.0,322.0
94078,94,2893.0,2021.0,329.0,1214.0,1311.0
94079,94,1317.0,1059.0,106.0,545.0,430.0
94080,94,1178.0,992.0,151.0,523.0,491.0
94081,94,924.0,719.0,74.0,455.0,494.0
94082,94,698.0,553.0,76.0,372.0,301.0
94083,94,116.0,78.0,14.0,46.0,38.0
94084,94,2343.0,1646.0,152.0,641.0,532.0
94085,94,1794.0,1177.0,112.0,823.0,577.0
94086,94,2474.0,1995.0,302.0,1174.0,1209.0
94087,94,400.0,315.0,46.0,123.0,103.0
94088,94,402.0,261.0,43.0,133.0,133.0
94089,94,2733.0,2224.0,299.0,1194.0,1051.0
94090,94,3464.0,2386.0,321.0,1345.0,1503.0
94091,94,573.0,415.0,31.0,200.0,283.0
94092,94,360.0,302.0,50.0,152.0,153.0
94093,94,468.0,377.0,32.0,221.0,175.0
94094,94,703.0,531.0,51.0,170.0,297.0
94095,94,469.0,310.0,35.0,115.0,188.0
94096,94,15.0,12.0,1.0,6.0,4.0
94097,94,971.0,824.0,73.0,248.0,380.0
94098,94,7713.0,5717.0,760.0,3628.0,2932.0
94099,94,4935.0,3774.0,598.0,1371.0,1812.0
95001,95,1364.0,1049.0,84.0,353.0,709.0
95002,95,5664.0,3751.0,340.0,1241.0,1429.0
95003,95,942.0,792.0,72.0,375.0,389.0
95004,95,995.0,731.0,127.0,481.0,409.0
95005,95,568.0,383.0,52.0,267.0,119.0
95006,95,25998.0,20557.0,2781.0,12134.0,12645.0
95007,95,477.0,402.0,71.0,250.0,210.0
95008,95,193.0,143.0,28.0,65.0,79.0
95009,95,765.0,589.0,85.0,327.0,233.0
95010,95,373.0,256.0,39.0,82.0,150.0
95011,95,884.0,731.0,56.0,415.0,409.0
95012,95,146.0,122.0,19.0,71.0,84.0
95013,95,3854.0,2518.0,250.0,1232.0,851.0
95014,95,310.0,217.0,29.0,84.0,78.0
95015,95,31595.0,24537.0,2770.0,7409.0,15948.0
95016,95,1932.0,1303.0,279.0,436.0,743.0
95017,95,902.0,732.0,122.0,387.0,310.0
95018,95,353.0,278.0,18.0,156.0,144.0
95019,95,2215.0,1611.0,325.0,1016.0,1124.0
95020,95,99.0,78.0,8.0,46.0,40.0
95021,95,956.0,647.0,74.0,217.0,430.0
95022,95,10208.0,7270.0,1520.0,3922.0,4555.0
95023,95,247.0,206.0,16.0,135.0,66.0
95024,95,394.0,287.0,24.0,178.0,122.0
95025,95,3353.0,2669.0,287.0,1690.0,1297.0
95026,95,1721.0,1184.0,251.0,616.0,667.0
95027,95,123.0,104.0,7.0,63.0,71.0
95028,95,11513.0,8701.0,1099.0,5774.0,3394.0
95029,95,128.0,89.0,9.0,60.0,39.0
95030,95,374.0,309.0,36.0,101.0,142.0
95031,95,227.0,186.0,12.0,99.0,123.0
95032,95,108.0,88.0,12.0,56.0,49.0
95033,95,147.0,124.0,12.0,37.0,60.0
95034,95,3240.0,2620.0,376.0,1596.0,1390.0
95035,95,251.0,194.0,22.0,115.0,88.0
95036,95,3443.0,2570.0,493.0,1052.0,987.0
95037,95,284.0,230.0,34.0,85.0,150.0
95038,95,308.0,239.0,21.0,109.0,167.0
95039,95,689.0,547.0,77.0,284.0,310.0
95040,95,185.0,155.0,26.0,108.0,77.0
95041,95,9072.0,6522.0,836.0,4382.0,3669.0
95042,95,4879.0,3763.0,490.0,1566.0,2500.0
95043,95,2652.0,2037.0,218.0,789.0,718.0
95044,95,3590.0,2546.0,319.0,1067.0,1612.0
95045,95,23916.0,19210.0,2057.0,6864.0,10669.0
95046,95,221.0,161.0,11.0,83.0,51.0
95047,95,498.0,379.0,64.0,251.0,219.0
95048,95,36.0,24.0,1.0,14.0,16.0
95049,95,63673.0,48158.0,8591.0,23444.0,31178.0
95050,95,299.0,235.0,31.0,98.0,160.0
95051,95,4778.0,3215.0,337.0,1837.0,1176.0
95052,95,5472.0,4099.0,790.0,2519.0,2263.0
95053,95,132.0,91.0,11.0,33.0,51.0
95054,95,245.0,182.0,24.0,100.0,117.0
95055,95,154.0,121.0,19.0,70.0,36.0
95056,95,5103.0,4309.0,446.0,2072.0,2484.0
95057,95,720.0,500.0,55.0,231.0,189.0
95058,95,103.0,74.0,6.0,44.0,33.0
95059,95,2153.0,1718.0,317.0,1176.0,1010.0
95060,95,13855.0,11678.0,1340.0,5306.0,3530.0
95061,95,2292.0,1667.0,249.0,587.0,524.0
95062,95,10797.0,7674.0,1316.0,4742.0,4605.0
95063,95,202.0,139.0,27.0,43.0,90.0
95064,95,518.0,338.0,28.0,188.0,178.0
95065,95,218.0,159.0,22.0,84.0,58.0
95066,95,13388.0,10812.0,1042.0,7189.0,6318.0
95067,95,1245.0,834.0,182.0,429.0,537.0
95068,95,4428.0,2989.0,547.0,1051.0,1390.0
95069,95,681.0,460.0,55.0,227.0,243.0
95070,95,233.0,196.0,16.0,83.0,121.0
95071,95,3846.0,3075.0,510.0,1416.0,1381.0
95072,95,90.0,71.0,11.0,43.0,44.0
95073,95,2012.0,1353.0,181.0,737.0,851.0
95074,95,911.0,654.0,117.0,343.0,456.0
95075,95,187.0,133.0,19.0,70.0,68.0
95076,95,7976.0,5953.0,985.0,4094.0,2958.0
95077,95,7284.0,5234.0,792.0,3001.0,2834.0
95078,95,159.0,108.0,9.0,60.0,36.0
95079,95,12984.0,8768.0,1474.0,4784.0,4146.0
95080,95,322.0,233.0,16.0,118.0,127.0
95081,95,776.0,553.0,66.0,290.0,323.0
95082,95,53.0,44.0,6.0,14.0,27.0
95083,95,116.0,85.0,14.0,50.0,33.0
95084,95,705.0,571.0,78.0,313.0,392.0
95085,95,2274.0,1834.0,207.0,573.0,666.0
95086,95,13413.0,9081.0,701.0,5761.0,6346.0
95087,95,1063.0,749.0,112.0,418.0,412.0
95088,95,291.0,225.0,41.0,137.0,112.0
95089,95,4085.0,2689.0,507.0,1176.0,1058.0
95090,95,1015.0,674.0,114.0,243.0,305.0
95091,95,137.0,115.0,7.0,51.0,37.0
95092,95,1644.0,1258.0,160.0,854.0,809.0
95093,95,944.0,729.0,126.0,313.0,424.0
95094,95,150.0,119.0,7.0,68.0,40.0
95095,95,153.0,109.0,21.0,61.0,74.0
95096,95,774.0,560.0,83.0,224.0,283.0
95097,95,2941.0,2334.0,359.0,1250.0,895.0
95098,95,226.0,181.0,18.0,121.0,92.0
95099,95,1505.0,1249.0,168.0,707.0,823.0
02001,02,143.0,112.0,8.0,47.0,56.0
02002,02,443.0,337.0,58.0,199.0,142.0
02003,02,225.0,188.0,27.0,113.0,107.0
02004,02,2649.0,1882.0,222.0,1187.0,588.0
02005,02,5778.0,4708.0,368.0,1764.0,1897.0
02006,02,576.0,386.0,54.0,203.0,138.0
02007,02,2020.0,1602.0,242.0,686.0,603.0
02008,02,4143.0,3106.0,541.0,1240.0,1828.0
02009,02,1075.0,894.0,68.0,570.0,428.0
02010,02,861.0,697.0,126.0,399.0,277.0
02011,02,272.0,226.0,30.0,116.0,147.0
02012,02,961.0,656.0,58.0,412.0,359.0
02013,02,35.0,27.0,3.0,9.0,13.0
02014,02,134.0,104.0,19.0,64.0,61.0
02015,02,2840.0,2232.0,236.0,1081.0,1516.0
02016,02,486.0,338.0,56.0,227.0,186.0
02017,02,752.0,607.0,53.0,190.0,233.0
02018,02,2413.0,1822.0,295.0,900.0,847.0
02019,02,345.0,274.0,48.0,128.0,96.0
02020,02,2187.0,1432.0,283.0,892.0,925.0
02021,02,29.0,21.0,3.0,13.0,13.0
02022,02,78.0,59.0,10.0,25.0,24.0
02023,02,1653.0,1247.0,162.0,620.0,515.0
02024,02,253.0,173.0,14.0,54.0,82.0
02025,02,3940.0,3224.0,302.0,1533.0,1358.0
02026,02,2899.0,2003.0,195.0,1224.0,913.0
02027,02,1565.0,1121.0,106.0,473.0,449.0
02028,02,25782.0,20365.0,3284.0,8798.0,10521.0
02029,02,1370.0,1026.0,152.0,641.0,378.0
02030,02,1198.0,864.0,70.0,544.0,602.0
02031,02,133.0,107.0,13.0,57.0,36.0
02032,02,154.0,121.0,22.0,57.0,51.0
02033,02,2053.0,1600.0,175.0,527.0,1078.0
02034,02,87189.0,67860.0,6286.0,37562.0,28816.0
02035,02,4011.0,2646.0,331.0,1010.0,1044.0
02036,02,1666.0,1394.0,146.0,623.0,593.0
02037,02,835.0,683.0,97.0,444.0,317.0
02038,02,847.0,553.0,112.0,251.0,276.0
02039,02,480.0,317.0,55.0,129.0,192.0
02040,02,407.0,300.0,40.0,119.0,170.0
02041,02,901.0,713.0,71.0,370.0,492.0
02042,02,7514.0,4928.0,1055.0,2977.0,1785.0
02043,02,63326.0,46598.0,6214.0,15112.0,31335.0
02044,02,1262.0,1011.0,95.0,507.0,593.0
02045,02,297.0,197.0,43.0,62.0,122.0
02046,02,2035.0,1604.0,242.0,811.0,870.0
02047,02,185.0,134.0,12.0,77.0,90.0
02048,02,188.0,153.0,23.0,81.0,101.0
02049,02,173.0,132.0,14.0,83.0,62.0
02050,02,481.0,349.0,59.0,210.0,113.0
02051,02,3188.0,2434.0,360.0,1367.0,1294.0
02052,02,282.0,196.0,41.0,122.0,81.0
02053,02,1477.0,1242.0,109.0,448.0,715.0
02054,02,13496.0,10060.0,1353.0,4580.0,6482.0
02055,02,407.0,298.0,49.0,109.0,107.0
02056,02,10641.0,7787.0,822.0,3288.0,2960.0
02057,02,2245.0,1694.0,140.0,827.0,752.0
02058,02,110.0,79.0,14.0,39.0,28.0
02059,02,397.0,312.0,27.0,136.0,168.0
02060,02,113.0,81.0,6.0,43.0,25.0
02061,02,1259.0,890.0,155.0,519.0,461.0
02062,02,168.0,135.0,21.0,81.0,42.0
02063,02,1780.0,1262.0,223.0,569.0,537.0
02064,02,1255.0,895.0,117.0,561.0,378.0
02065,02,148.0,99.0,15.0,40.0,67.0
02066,02,5619.0,3910.0,570.0,2432.0,2554.0
02067,02,2834.0,2055.0,240.0,649.0,1223.0
02068,02,166.0,126.0,14.0,78.0,61.0
02069,02,2877.0,1924.0,388.0,1002.0,834.0
02070,02,502.0,394.0,70.0,225.0,207.0
02071,02,6158.0,4983.0,344.0,3327.0,1907.0
02072,02,332.0,216.0,25.0,93.0,129.0
02073,02,437.0,335.0,55.0,188.0,162.0
02074,02,847.0,613.0,117.0,255.0,191.0
02075,02,4069.0,2698.0,418.0,1821.0,820.0
02076,02,1785.0,1455.0,224.0,687.0,797.0
02077,02,1396.0,985.0,163.0,645.0,500.0
02078,02,5088.0,4060.0,518.0,2678.0,2650.0
02079,02,322.0,256.0,41.0,174.0,132.0
02080,02,281.0,230.0,19.0,72.0,92.0
02081,02,107.0,83.0,7.0,36.0,26.0
02082,02,10973.0,9214.0,800.0,4761.0,4740.0
02083,02,493.0,398.0,25.0,174.0,238.0
02084,02,751.0,557.0,65.0,310.0,268.0
02085,02,182.0,142.0,17.0,78.0,79.0
02086,02,4805.0,3280.0,619.0,1719.0,1463.0
02087,02,2046.0,1603.0,103.0,755.0,922.0
02088,02,3725.0,2947.0,550.0,1069.0,1848.0
02089,02,1223.0,902.0,75.0,470.0,295.0
02090,02,2094.0,1524.0,253.0,918.0,821.0
02091,02,1477.0,1031.0,208.0,515.0,448.0
02092,02,107.0,88.0,15.0,56.0,55.0
02093,02,1175.0,850.0,158.0,472.0,568.0
02094,02,351.0,278.0,30.0,146.0,172.0
02095,02,19064.0,12464.0,1002.0,7978.0,7872.0
02096,02,21516.0,15725.0,1080.0,6354.0,10523.0
02097,02,811.0,604.0,50.0,218.0,289.0
02098,02,20096.0,16049.0,1574.0,5583.0,9295.0
02099,02,828.0,607.0,96.0,398.0,419.0
59001,59,3399.0,2400.0,494.0,1334.0,1013.0
59002,59,433.0,284.0,33.0,188.0,105.0
59003,59,4477.0,3169.0,373.0,1883.0,1415.0
59004,59,17427.0,14065.0,1195.0,6373.0,8985.0
59005,59,2114.0,1777.0,148.0,567.0,596.0
59006,59,1127.0,840.0,163.0,409.0,533.0
59007,59,3537.0,2743.0,352.0,1837.0,1592.0
59008,59,1385.0,1088.0,103.0,429.0,588.0
59009,59,25504.0,18699.0,1424.0,6374.0,7668.0
59010,59,621.0,404.0,59.0,136.0,259.0
59011,59,53648.0,37979.0,4930.0,21537.0,23539.0
59012,59,295.0,213.0,25.0,91.0,64.0
59013,59,615.0,480.0,47.0,320.0,319.0
59014,59,110.0,79.0,10.0,48.0,46.0
59015,59,1259.0,928.0,159.0,526.0,316.0
59016,59,1386.0,970.0,153.0,565.0,570.0
59017,59,13037.0,11061.0,1295.0,5908.0,5935.0
59018,59,165.0,108.0,18.0,71.0,73.0
59019,59,30708.0,22332.0,4260.0,13326.0,7733.0
59020,59,1092.0,886.0,108.0,380.0,459.0
59021,59,12434.0,9011.0,1247.0,6030.0,4151.0
59022,59,2428.0,1815.0,326.0,726.0,1125.0
59023,59,1728.0,1337.0,256.0,861.0,575.0
59024,59,488.0,321.0,60.0,134.0,183.0
59025,59,943.0,619.0,68.0,300.0,212.0
59026,59,31281.0,21292.0,2293.0,12493.0,8881.0
59027,59,34255.0,22871.0,4390.0,11054.0,9713.0
59028,59,1715.0,1349.0,213.0,848.0,619.0
59029,59,15907.0,11012.0,2371.0,5993.0,6992.0
59030,59,30636.0,21631.0,3986.0,8602.0,14493.0
59031,59,4779.0,3642.0,294.0,2098.0,1458.0
59032,59,1074.0,800.0,96.0,484.0,263.0
59033,59,562.0,369.0,33.0,130.0,211.0
59034,59,383.0,249.0,37.0,98.0,81.0
59035,59,3772.0,2891.0,296.0,1593.0,1789.0
59036,59,9.0,7.0,0.0,2.0,4.0
59037,59,1089.0,774.0,156.0,263.0,340.0
59038,59,4197.0,3375.0,320.0,1336.0,2095.0
59039,59,306.0,248.0,23.0,147.0,130.0
59040,59,9338.0,6746.0,798.0,3634.0,3498.0
59041,59,79.0,59.0,7.0,19.0,20.0
59042,59,242.0,188.0,22.0,120.0,79.0
59043,59,4463.0,2952.0,664.0,1246.0,1443.0
59044,59,2867.0,1977.0,146.0,1366.0,822.0
59045,59,309.0,225.0,32.0,101.0,141.0
59046,59,470.0,353.0,38.0,186.0,212.0
59047,59,459.0,326.0,57.0,173.0,227.0
59048,59,1639.0,1099.0,109.0,371.0,479.0
59049,59,14536.0,11275.0,1689.0,5585.0,7726.0
59050,59,820.0,569.0,64.0,298.0,384.0
59051,59,2088.0,1511.0,288.0,658.0,726.0
59052,59,3453.0,2425.0,442.0,925.0,1181.0
59053,59,1047.0,821.0,144.0,387.0,495.0
59054,59,3112.0,2139.0,350.0,680.0,835.0
59055,59,854.0,628.0,96.0,416.0,395.0
59056,59,6531.0,4251.0,765.0,2644.0,1893.0
59057,59,823.0,546.0,78.0,293.0,289.0
59058,59,20969.0,16053.0,2126.0,8394.0,7535.0
59059,59,1599.0,1227.0,195.0,418.0,453.0
59060,59,359.0,276.0,49.0,140.0,180.0
59061,59,3373.0,2304.0,351.0,891.0,1173.0
59062,59,2343.0,1576.0,250.0,962.0,883.0
59063,59,1441.0,1213.0,76.0,556.0,450.0
59064,59,696.0,487.0,46.0,177.0,299.0
59065,59,1633.0,1282.0,219.0,404.0,755.0
59066,59,745.0,524.0,41.0,358.0,243.0
59067,59,2221.0,1882.0,169.0,714.0,775.0
59068,59,1258.0,959.0,140.0,632.0,325.0
59069,59,83.0,61.0,8.0,31.0,36.0
59070,59,242.0,196.0,15.0,100.0,92.0
59071,59,359.0,305.0,48.0,170.0,197.0
59072,59,1345.0,997.0,156.0,622.0,370.0
59073,59,3345.0,2828.0,311.0,1410.0,1644.0
59074,59,203.0,140.0,26.0,80.0,78.0
59075,59,196.0,132.0,20.0,74.0,64.0
59076,59,1189.0,855.0,145.0,534.0,569.0
59077,59,772.0,513.0,79.0,347.0,201.0
59078,59,2564.0,1832.0,140.0,1058.0,826.0
59079,59,1324.0,971.0,179.0,395.0,472.0
59080,59,4952.0,3261.0,430.0,1662.0,1213.0
59081,59,4906.0,3902.0,610.0,1768.0,1828.0
59082,59,9081.0,7268.0,1067.0,2194.0,2240.0
59083,59,493.0,416.0,28.0,183.0,283.0
59084,59,2711.0,2210.0,237.0,1473.0,1246.0
59085,59,615.0,479.0,48.0,218.0,307.0
59086,59,6244.0,4627.0,465.0,2813.0,2496.0
59087,59,1998.0,1660.0,134.0,928.0,777.0
59088,59,329.0,225.0,41.0,128.0,74.0
59089,59,7707.0,6065.0,577.0,4125.0,3824.0
59090,59,67.0,51.0,6.0,18.0,19.0
59091,59,19511.0,14873.0,2593.0,4978.0,7653.0
59092,59,940.0,760.0,92.0,397.0,513.0
59093,59,10746.0,7910.0,738.0,2529.0,3999.0
59094,59,1126.0,785.0,160.0,263.0,547.0
59095,59,1604.0,1235.0,151.0,846.0,688.0
59096,59,4718.0,3987.0,498.0,1434.0,1358.0
59097,59,2049.0,1704.0,116.0,966.0,774.0
59098,59,1078.0,913.0,112.0,566.0,511.0
59099,59,332.0,224.0,26.0,79.0,109.0
60001,60,1220.0,851.0,62.0,354.0,522.0
60002,60,8986.0,6091.0,1306.0,2335.0,3872.0
60003,60,2320.0,1570.0,121.0,1049.0,941.0
60004,60,482.0,324.0,41.0,111.0,214.0
60005,60,7508.0,5213.0,561.0,2379.0,1736.0
60006,60,625.0,423.0,41.0,249.0,129.0
60007,60,9284.0,7317.0,704.0,2219.0,4600.0
60008,60,1829.0,1257.0,178.0,714.0,705.0
60009,60,908.0,711.0,136.0,234.0,481.0
60010,60,742.0,574.0,79.0,249.0,273.0
60011,60,26157.0,19192.0,3072.0,5830.0,9639.0
60012,60,2607.0,1897.0,240.0,876.0,800.0
60013,60,1318.0,947.0,81.0,445.0,573.0
60014,60,2528.0,1840.0,309.0,842.0,673.0
60015,60,424.0,342.0,44.0,145.0,117.0
60016,60,152.0,112.0,12.0,75.0,75.0
60017,60,5538.0,4333.0,667.0,1475.0,2000.0
60018,60,658.0,532.0,42.0,274.0,364.0
60019,60,33784.0,26561.0,3257.0,8956.0,16768.0
60020,60,46.0,33.0,4.0,17.0,12.0
60021,60,103.0,73.0,7.0,35.0,32.0
60022,60,6444.0,4587.0,959.0,2185.0,1600.0
60023,60,730.0,477.0,81.0,298.0,285.0
60024,60,349.0,289.0,50.0,89.0,89.0
60025,60,3105.0,2215.0,199.0,1073.0,1493.0
60026,60,43.0,27.0,3.0,10.0,12.0
60027,60,2819.0,1879.0,392.0,983.0,1069.0
60028,60,86434.0,57767.0,7703.0,17920.0,38183.0
60029,60,603.0,399.0,46.0,195.0,267.0
60030,60,286.0,224.0,40.0,98.0,156.0
60031,60,858.0,591.0,43.0,362.0,200.0
60032,60,8481.0,5651.0,637.0,3050.0,2200.0
60033,60,2226.0,1741.0,195.0,651.0,927.0
60034,60,5719.0,4493.0,400.0,1807.0,1484.0
60035,60,513.0,415.0,73.0,258.0,244.0
60036,60,764.0,529.0,83.0,322.0,273.0
60037,60,293.0,218.0,43.0,119.0,65.0
60038,60,976.0,803.0,88.0,471.0,241.0
60039,60,436.0,369.0,50.0,171.0,207.0
60040,60,10986.0,7435.0,1409.0,3096.0,4432.0
60041,60,1835.0,1382.0,240.0,937.0,655.0
60042,60,553.0,434.0,31.0,217.0,236.0
60043,60,130.0,102.0,18.0,61.0,62.0
60044,60,955.0,778.0,92.0,436.0,440.0
60045,60,1833.0,1519.0,235.0,688.0,753.0
60046,60,1583.0,1312.0,94.0,816.0,689.0
60047,60,23.0,17.0,1.0,8.0,10.0
60048,60,7603.0,5037.0,990.0,2299.0,2390.0
60049,60,3075.0,2175.0,391.0,1477.0,834.0
60050,60,706.0,557.0,83.0,184.0,314.0
60051,60,1207.0,911.0,154.0,434.0,558.0
60052,60,168.0,127.0,11.0,39.0,85.0
60053,60,11328.0,8265.0,1026.0,4329.0,3075.0
