CODGEO,NOM_COMMUNE,POPULATION,DEP,REG,MED21,TP6021,MEN_PAUV,SOURCE_REVENUS
02423,Leuilly-sous-Coucy,455,02,32,20956.0,25.9,21.4,insee_stats_dep_2022
02424,Leury,101,02,32,16499.0,28.6,25.4,insee_stats_dep_2022
02425,Leuze,190,02,32,23237.0,20.8,21.5,insee_stats_dep_2022
02426,Levergies,543,02,32,19126.0,26.1,31.0,insee_stats_dep_2022
02427,Lhuys,140,02,32,16622.0,26.9,23.6,insee_stats_dep_2022
02428,Licy-Clignon,65,02,32,19082.0,23.1,18.5,insee_stats_dep_2022
02429,Lierval,117,02,32,19419.0,27.0,24.9,insee_stats_dep_2022
02430,Liesse-Notre-Dame,1264,02,32,16267.0,28.8,34.2,insee_stats_dep_2022
02431,Liez,385,02,32,20727.0,23.4,20.2,insee_stats_dep_2022
02432,Limé,192,02,32,19948.0,24.8,28.7,insee_stats_dep_2022
02433,Lislet,220,02,32,21427.0,21.0,18.1,insee_stats_dep_2022
02435,Logny-lès-Aubenton,84,02,32,16342.0,28.5,31.0,insee_stats_dep_2022
02438,Longpont,249,02,32,15808.0,28.4,30.3,insee_stats_dep_2022
02439,Les Septvallons,1232,02,32,12886.0,31.2,29.5,insee_stats_dep_2022
02440,Lor,141,02,32,16733.0,30.7,35.4,insee_stats_dep_2022
02441,Louâtre,203,02,32,17186.0,25.1,28.8,insee_stats_dep_2022
02442,Loupeigne,85,02,32,22822.0,21.6,24.5,insee_stats_dep_2022
02443,Lucy-le-Bocage,202,02,32,15075.0,30.0,27.9,insee_stats_dep_2022
02444,Lugny,110,02,32,16127.0,27.6,28.8,insee_stats_dep_2022
02445,Luzoir,266,02,32,19538.0,23.6,23.2,insee_stats_dep_2022
02446,Ly-Fontaine,118,02,32,19510.0,25.1,26.7,insee_stats_dep_2022
02447,Maast-et-Violaine,126,02,32,19758.0,25.2,26.0,insee_stats_dep_2022
02448,Mâchecourt,108,02,32,15597.0,25.8,23.8,insee_stats_dep_2022
02449,Macogny,64,02,32,11880.0,33.1,30.9,insee_stats_dep_2022
02450,Macquigny,357,02,32,17597.0,24.9,21.3,insee_stats_dep_2022
02451,Magny-la-Fosse,122,02,32,15799.0,28.4,27.1,insee_stats_dep_2022
02452,Maissemy,232,02,32,15868.0,29.1,26.3,insee_stats_dep_2022
02453,Maizy,392,02,32,13359.0,31.0,31.8,insee_stats_dep_2022
02454,La Malmaison,403,02,32,19880.0,25.1,22.2,insee_stats_dep_2022
02455,Malzy,178,02,32,19002.0,22.3,21.1,insee_stats_dep_2022
02456,Manicamp,311,02,32,17073.0,27.2,30.5,insee_stats_dep_2022
02457,Marchais,389,02,32,17974.0,26.2,23.5,insee_stats_dep_2022
02458,Dhuys et Morin-en-Brie,821,02,32,20051.0,22.2,19.0,insee_stats_dep_2022
02459,Marcy,151,02,32,17615.0,25.4,26.5,insee_stats_dep_2022
02460,Marcy-sous-Marle,203,02,32,21850.0,21.7,21.1,insee_stats_dep_2022
02461,Marest-Dampcourt,341,02,32,16434.0,28.5,31.3,insee_stats_dep_2022
02462,Mareuil-en-Dôle,221,02,32,21004.0,23.7,19.9,insee_stats_dep_2022
02463,Marfontaine,83,02,32,24392.0,17.2,13.8,insee_stats_dep_2022
02464,Margival,377,02,32,19112.0,25.5,25.6,insee_stats_dep_2022
02465,Marigny-en-Orxois,530,02,32,22016.0,19.5,22.5,insee_stats_dep_2022
02466,Marizy-Sainte-Geneviève,125,02,32,21248.0,22.2,19.1,insee_stats_dep_2022
02467,Marizy-Saint-Mard,47,02,32,21834.0,19.6,18.5,insee_stats_dep_2022
02468,Marle,2229,02,32,24870.0,18.3,19.0,insee_stats_dep_2022
02469,Marly-Gomont,483,02,32,14971.0,29.6,28.5,insee_stats_dep_2022
02470,Martigny,410,02,32,20140.0,22.4,25.0,insee_stats_dep_2022
02471,Martigny-Courpierre,130,02,32,19420.0,21.7,23.1,insee_stats_dep_2022
02472,Mauregny-en-Haye,398,02,32,15778.0,28.7,31.3,insee_stats_dep_2022
02473,Mayot,207,02,32,18967.0,23.9,19.9,insee_stats_dep_2022
02474,Mennessis,419,02,32,13514.0,33.2,31.9,insee_stats_dep_2022
02476,Mennevret,637,02,32,23418.0,20.9,23.4,insee_stats_dep_2022
02477,Mercin-et-Vaux,935,02,32,16228.0,29.3,28.8,insee_stats_dep_2022
02478,Merlieux-et-Fouquerolles,253,02,32,19740.0,25.5,22.8,insee_stats_dep_2022
02480,Mesbrecourt-Richecourt,320,02,32,19140.0,26.8,24.5,insee_stats_dep_2022
02481,Mesnil-Saint-Laurent,435,02,32,19440.0,24.3,22.0,insee_stats_dep_2022
02482,Meurival,56,02,32,18150.0,26.0,25.0,insee_stats_dep_2022
02483,Mézières-sur-Oise,507,02,32,17908.0,25.5,22.9,insee_stats_dep_2022
02484,Mézy-Moulins,558,02,32,17349.0,27.7,28.6,insee_stats_dep_2022
02485,Missy-aux-Bois,100,02,32,19564.0,28.4,33.5,insee_stats_dep_2022
02486,Missy-lès-Pierrepont,107,02,32,23913.0,17.1,19.6,insee_stats_dep_2022
02487,Missy-sur-Aisne,625,02,32,18944.0,22.0,26.3,insee_stats_dep_2022
02488,Molain,161,02,32,20563.0,25.0,23.9,insee_stats_dep_2022
02489,Molinchart,359,02,32,18834.0,25.6,25.0,insee_stats_dep_2022
02490,Monampteuil,122,02,32,23613.0,20.7,23.1,insee_stats_dep_2022
02491,Monceau-le-Neuf-et-Faucouzy,320,02,32,12455.0,31.9,27.3,insee_stats_dep_2022
02492,Monceau-lès-Leups,426,02,32,21046.0,24.2,21.2,insee_stats_dep_2022
02493,Monceau-le-Waast,211,02,32,17671.0,27.0,30.5,insee_stats_dep_2022
02494,Monceau-sur-Oise,132,02,32,19235.0,22.9,23.1,insee_stats_dep_2022
02495,Mondrepuis,1028,02,32,19432.0,23.1,25.6,insee_stats_dep_2022
02496,Monnes,90,02,32,18158.0,28.0,28.2,insee_stats_dep_2022
02497,Mons-en-Laonnois,1146,02,32,20285.0,23.9,22.8,insee_stats_dep_2022
02498,Montaigu,766,02,32,20824.0,26.1,22.8,insee_stats_dep_2022
02499,Montbavin,39,02,32,20716.0,23.7,23.4,insee_stats_dep_2022
02500,Montbrehain,816,02,32,18422.0,27.0,31.1,insee_stats_dep_2022
02501,Montchâlons,63,02,32,16731.0,30.8,28.4,insee_stats_dep_2022
02502,Montcornet,1207,02,32,13317.0,29.9,24.5,insee_stats_dep_2022
02503,Mont-d'Origny,839,02,32,18032.0,25.6,22.4,insee_stats_dep_2022
02504,Montescourt-Lizerolles,1606,02,32,21209.0,20.3,19.2,insee_stats_dep_2022
02505,Montfaucon,209,02,32,17706.0,28.8,33.9,insee_stats_dep_2022
02506,Montgobert,200,02,32,15980.0,29.4,25.0,insee_stats_dep_2022
02507,Montgru-Saint-Hilaire,30,02,32,22801.0,16.5,16.6,insee_stats_dep_2022
02508,Monthenault,140,02,32,17157.0,25.8,29.4,insee_stats_dep_2022
02509,Monthiers,157,02,32,18246.0,25.6,20.5,insee_stats_dep_2022
02510,Monthurel,135,02,32,14042.0,36.7,31.3,insee_stats_dep_2022
02511,Montigny-en-Arrouaise,317,02,32,23593.0,21.8,21.4,insee_stats_dep_2022
02512,Montigny-l'Allier,273,02,32,17525.0,22.8,21.2,insee_stats_dep_2022
02513,Montigny-le-Franc,141,02,32,16006.0,30.5,32.5,insee_stats_dep_2022
02514,Montigny-Lengrain,674,02,32,16807.0,29.3,25.6,insee_stats_dep_2022
02515,Montigny-lès-Condé,51,02,32,22210.0,21.6,20.3,insee_stats_dep_2022
02516,Montigny-sous-Marle,71,02,32,20478.0,23.7,19.8,insee_stats_dep_2022
02517,Montigny-sur-Crécy,306,02,32,21094.0,21.7,23.7,insee_stats_dep_2022
02518,Montlevon,279,02,32,17607.0,26.1,24.3,insee_stats_dep_2022
02519,Montloué,193,02,32,22268.0,22.3,22.1,insee_stats_dep_2022
02520,Mont-Notre-Dame,751,02,32,17645.0,27.9,31.4,insee_stats_dep_2022
02521,Montreuil-aux-Lions,1305,02,32,11880.0,38.4,45.1,insee_stats_dep_2022
02522,Mont-Saint-Jean,79,02,32,18166.0,25.8,23.1,insee_stats_dep_2022
02523,Mont-Saint-Martin,70,02,32,11880.0,29.5,25.9,insee_stats_dep_2022
02524,Mont-Saint-Père,684,02,32,12630.0,35.6,41.8,insee_stats_dep_2022
02525,Morcourt,544,02,32,17723.0,27.8,30.6,insee_stats_dep_2022
02526,Morgny-en-Thiérache,98,02,32,13844.0,34.3,31.0,insee_stats_dep_2022
02527,Morsain,469,02,32,20214.0,25.0,22.1,insee_stats_dep_2022
02528,Mortefontaine,208,02,32,15621.0,25.0,25.0,insee_stats_dep_2022
02529,Mortiers,185,02,32,13230.0,34.5,35.9,insee_stats_dep_2022
02530,Moulins,74,02,32,20033.0,23.5,25.3,insee_stats_dep_2022
02531,Moussy-Verneuil,141,02,32,26221.0,17.8,15.0,insee_stats_dep_2022
02532,Moÿ-de-l'Aisne,994,02,32,21042.0,20.4,24.4,insee_stats_dep_2022
02533,Muret-et-Crouttes,117,02,32,16298.0,24.2,28.8,insee_stats_dep_2022
02534,Muscourt,44,02,32,18538.0,28.2,33.6,insee_stats_dep_2022
02535,Nampcelles-la-Cour,115,02,32,16158.0,30.3,27.9,insee_stats_dep_2022
02536,Nampteuil-sous-Muret,88,02,32,15557.0,24.0,20.5,insee_stats_dep_2022
02537,Nanteuil-la-Fosse,186,02,32,19088.0,28.6,32.5,insee_stats_dep_2022
02538,Nanteuil-Notre-Dame,86,02,32,19800.0,22.1,24.9,insee_stats_dep_2022
02539,Nauroy,659,02,32,18995.0,22.7,18.6,insee_stats_dep_2022
02540,Nesles-la-Montagne,1189,02,32,19665.0,22.1,21.8,insee_stats_dep_2022
02541,Neufchâtel-sur-Aisne,424,02,32,18632.0,25.3,25.9,insee_stats_dep_2022
02542,Neuflieux,80,02,32,17419.0,24.6,26.6,insee_stats_dep_2022
02543,Neuilly-Saint-Front,1943,02,32,15372.0,29.3,25.5,insee_stats_dep_2022
02544,Neuve-Maison,602,02,32,19107.0,21.6,22.8,insee_stats_dep_2022
02545,La Neuville-Bosmont,187,02,32,13830.0,31.2,29.2,insee_stats_dep_2022
02546,La Neuville-en-Beine,197,02,32,17134.0,28.4,30.2,insee_stats_dep_2022
02547,La Neuville-Housset,61,02,32,19569.0,24.1,19.4,insee_stats_dep_2022
02548,La Neuville-lès-Dorengt,394,02,32,21469.0,20.3,16.5,insee_stats_dep_2022
02549,Neuville-Saint-Amand,848,02,32,19693.0,23.9,25.6,insee_stats_dep_2022
02550,Neuville-sur-Ailette,121,02,32,18727.0,25.0,27.5,insee_stats_dep_2022
02551,Neuville-sur-Margival,116,02,32,13960.0,30.2,25.8,insee_stats_dep_2022
02552,Neuvillette,170,02,32,18480.0,22.8,18.5,insee_stats_dep_2022
02553,Nizy-le-Comte,225,02,32,22035.0,24.5,25.9,insee_stats_dep_2022
02554,Nogentel,1106,02,32,18196.0,27.1,26.8,insee_stats_dep_2022
02555,Nogent-l'Artaud,2134,02,32,20909.0,20.6,23.7,insee_stats_dep_2022
02556,Noircourt,68,02,32,17552.0,25.8,28.6,insee_stats_dep_2022
02557,Noroy-sur-Ourcq,124,02,32,18476.0,24.6,21.9,insee_stats_dep_2022
02558,Le Nouvion-en-Thiérache,2468,02,32,17126.0,27.6,26.0,insee_stats_dep_2022
02559,Nouvion-et-Catillon,527,02,32,14757.0,26.9,32.0,insee_stats_dep_2022
02560,Nouvion-le-Comte,239,02,32,16996.0,26.2,28.0,insee_stats_dep_2022
02561,Nouvion-le-Vineux,143,02,32,20121.0,23.2,22.0,insee_stats_dep_2022
02562,Nouvron-Vingré,202,02,32,24224.0,13.7,14.1,insee_stats_dep_2022
02563,Noyales,132,02,32,20852.0,18.1,16.2,insee_stats_dep_2022
02564,Bernoy-le-Château,825,02,32,17519.0,26.6,27.0,insee_stats_dep_2022
02565,Œuilly,293,02,32,19743.0,24.0,26.7,insee_stats_dep_2022
02566,Ognes,1109,02,32,14954.0,32.0,28.5,insee_stats_dep_2022
02567,Ohis,269,02,32,15141.0,31.2,25.9,insee_stats_dep_2022
02568,Oigny-en-Valois,176,02,32,19986.0,19.8,17.4,insee_stats_dep_2022
02569,Oisy,438,02,32,17796.0,26.5,23.8,insee_stats_dep_2022
02570,Ollezy,169,02,32,14945.0,29.6,34.8,insee_stats_dep_2022
02571,Omissy,660,02,32,21572.0,21.5,24.3,insee_stats_dep_2022
02572,Orainville,490,02,32,16835.0,27.8,31.0,insee_stats_dep_2022
02573,Orgeval,53,02,32,21807.0,19.6,17.2,insee_stats_dep_2022
02574,Origny-en-Thiérache,1354,02,32,21481.0,19.2,17.1,insee_stats_dep_2022
02575,Origny-Sainte-Benoite,1587,02,32,16485.0,25.8,20.7,insee_stats_dep_2022
02576,Osly-Courtil,325,02,32,16288.0,29.1,26.0,insee_stats_dep_2022
02577,Ostel,92,02,32,17957.0,24.9,22.6,insee_stats_dep_2022
02578,Oulches-la-Vallée-Foulon,80,02,32,24277.0,18.7,16.4,insee_stats_dep_2022
02579,Oulchy-la-Ville,131,02,32,20341.0,19.5,17.5,insee_stats_dep_2022
02580,Oulchy-le-Château,785,02,32,16845.0,26.1,28.0,insee_stats_dep_2022
02581,Paars,309,02,32,19002.0,26.4,25.2,insee_stats_dep_2022
02582,Paissy,80,02,32,15540.0,26.8,30.9,insee_stats_dep_2022
02583,Pancy-Courtecon,60,02,32,20526.0,23.2,23.2,insee_stats_dep_2022
02584,Papleux,114,02,32,17873.0,26.2,28.0,insee_stats_dep_2022
02585,Parcy-et-Tigny,245,02,32,20940.0,19.7,23.1,insee_stats_dep_2022
02586,Parfondeval,143,02,32,14504.0,28.5,27.2,insee_stats_dep_2022
02587,Parfondru,353,02,32,11917.0,31.2,26.2,insee_stats_dep_2022
02588,Pargnan,66,02,32,15864.0,28.2,24.9,insee_stats_dep_2022
02589,Pargny-et-Filain,367,02,32,16546.0,28.3,25.9,insee_stats_dep_2022
02590,Pargny-la-Dhuys,174,02,32,13699.0,32.9,33.2,insee_stats_dep_2022
02591,Pargny-les-Bois,142,02,32,24403.0,16.2,18.4,insee_stats_dep_2022
02592,Parpeville,191,02,32,20054.0,23.0,24.3,insee_stats_dep_2022
02593,Pasly,1100,02,32,22120.0,20.3,19.8,insee_stats_dep_2022
02594,Passy-en-Valois,131,02,32,20614.0,23.7,22.0,insee_stats_dep_2022
02595,Passy-sur-Marne,139,02,32,11880.0,32.5,27.5,insee_stats_dep_2022
02596,Pavant,745,02,32,20560.0,22.4,26.3,insee_stats_dep_2022
02598,Pernant,682,02,32,15894.0,30.4,32.7,insee_stats_dep_2022
02599,Pierremande,250,02,32,20157.0,22.7,26.5,insee_stats_dep_2022
02600,Pierrepont,341,02,32,20257.0,22.3,19.8,insee_stats_dep_2022
02601,Pignicourt,173,02,32,19765.0,21.0,23.6,insee_stats_dep_2022
02602,Pinon,1637,02,32,19346.0,21.4,24.7,insee_stats_dep_2022
02604,Pithon,78,02,32,16454.0,28.1,28.6,insee_stats_dep_2022
02605,Pleine-Selve,186,02,32,17735.0,28.1,26.4,insee_stats_dep_2022
02606,Le Plessier-Huleu,93,02,32,26817.0,12.9,10.7,insee_stats_dep_2022
02607,Ploisy,100,02,32,13416.0,31.9,33.8,insee_stats_dep_2022
02608,Plomion,432,02,32,25833.0,18.6,20.8,insee_stats_dep_2022
02609,Ployart-et-Vaurseine,24,02,32,12786.0,33.2,28.0,insee_stats_dep_2022
02610,Pommiers,726,02,32,17584.0,25.3,23.6,insee_stats_dep_2022
02612,Pont-Arcy,115,02,32,21313.0,20.4,21.2,insee_stats_dep_2022
02613,Pontavert,605,02,32,17270.0,25.1,29.0,insee_stats_dep_2022
02614,Pontru,290,02,32,17594.0,29.7,35.2,insee_stats_dep_2022
02615,Pontruet,353,02,32,19732.0,22.3,25.8,insee_stats_dep_2022
02616,Pont-Saint-Mard,176,02,32,18122.0,27.1,22.8,insee_stats_dep_2022
02617,Pouilly-sur-Serre,490,02,32,20004.0,24.0,22.9,insee_stats_dep_2022
02618,Prémont,683,02,32,17845.0,23.0,22.2,insee_stats_dep_2022
02619,Prémontré,594,02,32,20770.0,21.7,25.2,insee_stats_dep_2022
02620,Presles-et-Boves,320,02,32,24071.0,21.4,18.9,insee_stats_dep_2022
02621,Presles-et-Thierny,401,02,32,14773.0,28.1,23.4,insee_stats_dep_2022
02622,Priez,56,02,32,21763.0,20.4,18.1,insee_stats_dep_2022
02623,Prisces,94,02,32,17913.0,25.3,22.8,insee_stats_dep_2022
02624,Proisy,276,02,32,14572.0,33.5,39.6,insee_stats_dep_2022
02625,Proix,146,02,32,20638.0,24.9,20.4,insee_stats_dep_2022
02626,Prouvais,346,02,32,18021.0,22.3,25.9,insee_stats_dep_2022
02627,Proviseux-et-Plesnoy,136,02,32,20278.0,23.8,25.7,insee_stats_dep_2022
02628,Puiseux-en-Retz,219,02,32,16950.0,28.2,26.5,insee_stats_dep_2022
02629,Puisieux-et-Clanlieu,331,02,32,18030.0,25.9,29.7,insee_stats_dep_2022
02631,Quierzy,428,02,32,19679.0,24.3,19.8,insee_stats_dep_2022
02632,Quincy-Basse,53,02,32,24799.0,17.5,14.0,insee_stats_dep_2022
02633,Quincy-sous-le-Mont,62,02,32,16063.0,28.7,29.9,insee_stats_dep_2022
02634,Raillimont,89,02,32,18286.0,28.5,32.5,insee_stats_dep_2022
02635,Ramicourt,146,02,32,13535.0,34.2,39.2,insee_stats_dep_2022
02636,Regny,187,02,32,22858.0,20.0,21.9,insee_stats_dep_2022
02637,Remaucourt,265,02,32,19571.0,18.4,19.4,insee_stats_dep_2022
02638,Remies,241,02,32,19837.0,22.7,24.8,insee_stats_dep_2022
02639,Remigny,339,02,32,19202.0,26.1,26.3,insee_stats_dep_2022
02640,Renansart,144,02,32,20125.0,22.2,24.8,insee_stats_dep_2022
02641,Renneval,135,02,32,15617.0,25.6,26.0,insee_stats_dep_2022
02642,Résigny,157,02,32,17006.0,27.6,25.0,insee_stats_dep_2022
02643,Ressons-le-Long,790,02,32,21898.0,19.9,18.0,insee_stats_dep_2022
02644,Retheuil,360,02,32,21653.0,23.3,27.4,insee_stats_dep_2022
02645,Reuilly-Sauvigny,225,02,32,20572.0,21.7,20.7,insee_stats_dep_2022
02647,Ribeauville,86,02,32,20224.0,24.8,20.1,insee_stats_dep_2022
02648,Ribemont,1931,02,32,17152.0,25.5,25.8,insee_stats_dep_2022
02649,Rocourt-Saint-Martin,299,02,32,17527.0,27.9,22.6,insee_stats_dep_2022
02650,Rocquigny,359,02,32,19486.0,25.9,27.8,insee_stats_dep_2022
02651,Rogécourt,88,02,32,20402.0,22.9,19.7,insee_stats_dep_2022
02652,Rogny,95,02,32,20507.0,23.6,19.0,insee_stats_dep_2022
02653,Romeny-sur-Marne,450,02,32,22085.0,21.2,19.6,insee_stats_dep_2022
02654,Romery,83,02,32,18797.0,25.2,26.6,insee_stats_dep_2022
02655,Ronchères,155,02,32,18394.0,24.3,25.9,insee_stats_dep_2022
02656,Roucy,365,02,32,12336.0,28.7,25.4,insee_stats_dep_2022
02657,Rougeries,200,02,32,17182.0,28.4,29.8,insee_stats_dep_2022
02658,Roupy,237,02,32,19077.0,26.2,27.8,insee_stats_dep_2022
02659,Rouvroy,506,02,32,23116.0,20.6,17.2,insee_stats_dep_2022
02660,Rouvroy-sur-Serre,45,02,32,16456.0,25.6,21.0,insee_stats_dep_2022
02661,Royaucourt-et-Chailvet,226,02,32,19695.0,22.6,21.5,insee_stats_dep_2022
02662,Rozet-Saint-Albin,335,02,32,22580.0,18.9,18.3,insee_stats_dep_2022
02663,Rozières-sur-Crise,239,02,32,17541.0,27.6,30.3,insee_stats_dep_2022
02664,Rozoy-Bellevalle,122,02,32,19182.0,25.1,22.6,insee_stats_dep_2022
02665,Grand-Rozoy,299,02,32,17866.0,27.2,21.8,insee_stats_dep_2022
02666,Rozoy-sur-Serre,917,02,32,15656.0,28.1,28.4,insee_stats_dep_2022
02667,Saconin-et-Breuil,202,02,32,18536.0,26.7,27.7,insee_stats_dep_2022
02668,Sains-Richaumont,923,02,32,23041.0,21.2,19.4,insee_stats_dep_2022
02670,Saint-Algis,148,02,32,20285.0,24.3,24.6,insee_stats_dep_2022
02671,Saint-Aubin,276,02,32,19371.0,23.3,25.2,insee_stats_dep_2022
02672,Saint-Bandry,234,02,32,16541.0,28.6,25.1,insee_stats_dep_2022
02673,Saint-Christophe-à-Berry,441,02,32,20317.0,23.1,27.1,insee_stats_dep_2022
02674,Saint-Clément,44,02,32,18445.0,23.0,19.0,insee_stats_dep_2022
02675,Sainte-Croix,127,02,32,20032.0,26.5,25.0,insee_stats_dep_2022
02676,Saint-Erme-Outre-et-Ramecourt,1697,02,32,20078.0,23.9,20.0,insee_stats_dep_2022
02677,Saint-Eugène,232,02,32,21483.0,23.1,27.0,insee_stats_dep_2022
02678,Sainte-Geneviève,73,02,32,19859.0,22.6,23.5,insee_stats_dep_2022
02679,Saint-Gengoulph,152,02,32,23366.0,21.0,17.1,insee_stats_dep_2022
02680,Saint-Gobain,2288,02,32,18472.0,25.5,29.9,insee_stats_dep_2022
02681,Saint-Gobert,281,02,32,19064.0,25.8,27.8,insee_stats_dep_2022
02682,Saint-Mard,116,02,32,24194.0,16.0,17.1,insee_stats_dep_2022
02683,Saint-Martin-Rivière,118,02,32,24138.0,20.5,17.3,insee_stats_dep_2022
02684,Saint-Michel,3199,02,32,19169.0,19.8,21.1,insee_stats_dep_2022
02685,Saint-Nicolas-aux-Bois,110,02,32,14703.0,32.5,31.2,insee_stats_dep_2022
02686,Saint-Paul-aux-Bois,370,02,32,14997.0,28.6,32.9,insee_stats_dep_2022
02687,Saint-Pierre-Aigle,328,02,32,23575.0,19.5,21.6,insee_stats_dep_2022
02688,Saint-Pierre-lès-Franqueville,39,02,32,19566.0,24.6,25.6,insee_stats_dep_2022
02689,Saint-Pierremont,41,02,32,13078.0,36.6,31.2,insee_stats_dep_2022
02690,Sainte-Preuve,67,02,32,19814.0,25.8,21.6,insee_stats_dep_2022
02691,Saint-Quentin,52813,02,32,21918.0,21.9,19.6,insee_stats_dep_2022
02693,Saint-Rémy-Blanzy,226,02,32,14231.0,29.9,26.9,insee_stats_dep_2022
02694,Saint-Simon,593,02,32,19410.0,24.8,27.4,insee_stats_dep_2022
02696,Saint-Thomas,71,02,32,18007.0,24.1,19.7,insee_stats_dep_2022
02697,Samoussy,384,02,32,17387.0,27.9,27.1,insee_stats_dep_2022
02698,Sancy-les-Cheminots,101,02,32,14248.0,30.9,35.6,insee_stats_dep_2022
02699,Saponay,266,02,32,20950.0,20.4,19.5,insee_stats_dep_2022
02701,Saulchery,687,02,32,16144.0,28.2,30.1,insee_stats_dep_2022
02702,Savy,618,02,32,15279.0,30.1,32.0,insee_stats_dep_2022
02703,Seboncourt,1087,02,32,12539.0,35.0,38.8,insee_stats_dep_2022
02704,Selens,202,02,32,22512.0,19.1,16.7,insee_stats_dep_2022
02705,La Selve,201,02,32,18969.0,28.9,25.6,insee_stats_dep_2022
02706,Septmonts,576,02,32,18505.0,30.0,24.0,insee_stats_dep_2022
02707,Septvaux,179,02,32,19078.0,24.2,21.8,insee_stats_dep_2022
02708,Sequehart,219,02,32,17702.0,26.8,29.3,insee_stats_dep_2022
02709,Serain,380,02,32,20998.0,20.0,21.4,insee_stats_dep_2022
02710,Seraucourt-le-Grand,706,02,32,13169.0,28.6,32.7,insee_stats_dep_2022
02711,Serches,273,02,32,11880.0,33.1,38.4,insee_stats_dep_2022
02712,Sergy,139,02,32,16171.0,31.9,30.4,insee_stats_dep_2022
02713,Seringes-et-Nesles,273,02,32,17006.0,28.0,24.8,insee_stats_dep_2022
02714,Sermoise,340,02,32,24379.0,19.7,18.2,insee_stats_dep_2022
02715,Serval,42,02,32,15669.0,31.5,37.3,insee_stats_dep_2022
02716,Servais,287,02,32,18662.0,26.2,31.3,insee_stats_dep_2022
02717,Séry-lès-Mézières,601,02,32,12293.0,32.8,35.7,insee_stats_dep_2022
02718,Silly-la-Poterie,112,02,32,15871.0,25.2,26.8,insee_stats_dep_2022
02719,Sinceny,2005,02,32,19285.0,24.4,26.7,insee_stats_dep_2022
02720,Sissonne,2065,02,32,17364.0,28.0,29.7,insee_stats_dep_2022
02721,Sissy,505,02,32,19133.0,26.8,31.0,insee_stats_dep_2022
02722,Soissons,28046,02,32,23852.0,20.8,23.7,insee_stats_dep_2022
02723,Soize,95,02,32,15238.0,29.1,32.2,insee_stats_dep_2022
02724,Sommelans,56,02,32,16246.0,27.9,27.2,insee_stats_dep_2022
02725,Sommeron,134,02,32,14571.0,29.0,28.1,insee_stats_dep_2022
02726,Sommette-Eaucourt,178,02,32,15658.0,27.2,32.4,insee_stats_dep_2022
02727,Sons-et-Ronchères,205,02,32,18026.0,24.2,21.5,insee_stats_dep_2022
02728,Sorbais,266,02,32,18837.0,25.9,25.3,insee_stats_dep_2022
02729,Soucy,74,02,32,18266.0,28.3,23.0,insee_stats_dep_2022
02730,Soupir,272,02,32,21921.0,24.5,27.1,insee_stats_dep_2022
02731,Le Sourd,155,02,32,17090.0,22.6,21.6,insee_stats_dep_2022
02732,Surfontaine,92,02,32,12673.0,26.6,22.8,insee_stats_dep_2022
02734,Taillefontaine,257,02,32,22112.0,23.8,26.1,insee_stats_dep_2022
02735,Tannières,16,02,32,21965.0,22.9,25.6,insee_stats_dep_2022
02736,Tartiers,162,02,32,17167.0,25.3,23.7,insee_stats_dep_2022
02737,Tavaux-et-Pontséricourt,543,02,32,19701.0,27.7,23.8,insee_stats_dep_2022
02738,Tergnier,13045,02,32,21956.0,21.5,21.0,insee_stats_dep_2022
02739,Terny-Sorny,317,02,32,21274.0,22.5,23.3,insee_stats_dep_2022
02740,Thenailles,220,02,32,14834.0,31.3,35.8,insee_stats_dep_2022
02741,Thenelles,541,02,32,25389.0,16.2,13.8,insee_stats_dep_2022
02742,Thiernu,122,02,32,14000.0,29.7,30.1,insee_stats_dep_2022
02743,Le Thuel,158,02,32,19850.0,20.7,18.7,insee_stats_dep_2022
02744,Torcy-en-Valois,81,02,32,13406.0,34.4,31.1,insee_stats_dep_2022
02745,Toulis-et-Attencourt,110,02,32,18670.0,24.9,24.1,insee_stats_dep_2022
02746,Travecy,685,02,32,17011.0,29.0,29.6,insee_stats_dep_2022
02747,Trefcon,80,02,32,21891.0,21.3,21.3,insee_stats_dep_2022
02748,Trélou-sur-Marne,952,02,32,15890.0,28.6,26.3,insee_stats_dep_2022
02749,Troësnes,207,02,32,17101.0,26.5,27.6,insee_stats_dep_2022
02750,Trosly-Loire,541,02,32,16026.0,26.4,30.8,insee_stats_dep_2022
02751,Trucy,139,02,32,22035.0,20.9,17.2,insee_stats_dep_2022
02752,Tugny-et-Pont,282,02,32,16652.0,30.4,35.7,insee_stats_dep_2022
02753,Tupigny,341,02,32,17778.0,28.3,28.7,insee_stats_dep_2022
02754,Ugny-le-Gay,187,02,32,21792.0,23.5,27.1,insee_stats_dep_2022
02755,Urcel,534,02,32,20776.0,23.2,27.0,insee_stats_dep_2022
02756,Urvillers,687,02,32,20588.0,23.0,22.4,insee_stats_dep_2022
02757,Vadencourt,505,02,32,21305.0,25.1,29.1,insee_stats_dep_2022
02758,Vailly-sur-Aisne,2050,02,32,20502.0,23.5,20.6,insee_stats_dep_2022
02759,La Vallée-au-Blé,355,02,32,21009.0,22.8,24.1,insee_stats_dep_2022
02760,La Vallée-Mulâtre,152,02,32,20707.0,22.9,24.2,insee_stats_dep_2022
02761,Variscourt,217,02,32,19224.0,24.4,26.9,insee_stats_dep_2022
02762,Vassens,172,02,32,16559.0,28.2,29.1,insee_stats_dep_2022
