code_insee_commune_actualise,etiquette_dpe,etiquette_ges,type_batiment,annee_construction,surface_habitable_logement,consommation_energie_primaire,date_reception_dpe,region_code,source
29061,F,C,appartement,1950,85.9,459.0,2022-02-24,53,simule_distributions_ademe_2023
35054,D,D,maison,1985,58.8,180.0,2022-02-25,53,simule_distributions_ademe_2023
56158,D,B,maison,1990,92.7,328.0,2022-02-25,53,simule_distributions_ademe_2023
35389,F,F,maison,1971,33.4,552.0,2022-02-25,53,simule_distributions_ademe_2023
22224,G,G,maison,1959,60.8,654.0,2022-02-25,53,simule_distributions_ademe_2023
56119,E,D,immeuble,1986,59.7,649.0,2022-02-26,53,simule_distributions_ademe_2023
35248,G,A,maison,1970,108.1,421.0,2022-02-26,53,simule_distributions_ademe_2023
35241,D,D,maison,1986,92.7,265.0,2022-02-26,53,simule_distributions_ademe_2023
22399,D,E,appartement,1986,143.1,316.0,2022-02-27,53,simule_distributions_ademe_2023
56359,E,E,appartement,1982,25.9,450.0,2022-02-27,53,simule_distributions_ademe_2023
35129,F,F,appartement,1939,96.8,554.0,2022-02-27,53,simule_distributions_ademe_2023
22115,G,D,maison,1965,63.2,497.0,2022-02-27,53,simule_distributions_ademe_2023
29159,E,F,appartement,1969,66.2,628.0,2022-02-28,53,simule_distributions_ademe_2023
29289,D,G,maison,1994,78.8,246.0,2022-02-28,53,simule_distributions_ademe_2023
35027,C,D,maison,2014,125.5,312.0,2022-02-28,53,simule_distributions_ademe_2023
56267,G,G,appartement,1937,117.6,485.0,2022-02-28,53,simule_distributions_ademe_2023
56194,C,F,appartement,2004,40.3,195.0,2022-03-01,53,simule_distributions_ademe_2023
56009,A,E,maison,1987,69.7,65.0,2022-03-01,53,simule_distributions_ademe_2023
56060,D,A,maison,1978,57.3,159.0,2022-03-01,53,simule_distributions_ademe_2023
56279,D,F,maison,1988,45.6,268.0,2022-03-01,53,simule_distributions_ademe_2023
29055,C,E,appartement,1997,75.4,155.0,2022-03-02,53,simule_distributions_ademe_2023
35211,D,C,appartement,1978,84.1,167.0,2022-03-02,53,simule_distributions_ademe_2023
29064,F,F,appartement,1930,71.0,396.0,2022-03-02,53,simule_distributions_ademe_2023
56235,C,F,maison,1993,85.9,303.0,2022-03-02,53,simule_distributions_ademe_2023
35002,D,C,appartement,1974,45.7,318.0,2022-03-03,53,simule_distributions_ademe_2023
29071,C,D,appartement,2008,23.2,181.0,2022-03-03,53,simule_distributions_ademe_2023
22343,F,D,maison,1958,76.6,575.0,2022-03-03,53,simule_distributions_ademe_2023
56029,D,F,appartement,1972,85.7,180.0,2022-03-03,53,simule_distributions_ademe_2023
22258,G,G,maison,1936,55.6,372.0,2022-03-04,53,simule_distributions_ademe_2023
35227,D,F,maison,1987,27.3,305.0,2022-03-04,53,simule_distributions_ademe_2023
29151,C,G,appartement,2017,27.0,245.0,2022-03-04,53,simule_distributions_ademe_2023
56016,D,G,maison,1991,135.6,277.0,2022-03-04,53,simule_distributions_ademe_2023
35188,E,D,maison,1976,129.2,510.0,2022-03-05,53,simule_distributions_ademe_2023
22340,E,E,maison,1970,49.3,420.0,2022-03-05,53,simule_distributions_ademe_2023
22307,C,D,immeuble,2011,36.8,241.0,2022-03-05,53,simule_distributions_ademe_2023
22028,C,E,appartement,2002,66.1,301.0,2022-03-05,53,simule_distributions_ademe_2023
35135,G,E,maison,1961,73.3,350.0,2022-03-06,53,simule_distributions_ademe_2023
56238,E,B,maison,1983,53.6,362.0,2022-03-06,53,simule_distributions_ademe_2023
22361,E,F,maison,1978,57.9,583.0,2022-03-06,53,simule_distributions_ademe_2023
56081,D,E,appartement,1980,44.1,218.0,2022-03-06,53,simule_distributions_ademe_2023
29004,B,F,maison,1986,79.2,121.0,2022-03-07,53,simule_distributions_ademe_2023
35157,B,E,appartement,1989,49.1,109.0,2022-03-07,53,simule_distributions_ademe_2023
22332,E,C,appartement,1993,41.5,475.0,2022-03-07,53,simule_distributions_ademe_2023
29148,E,E,maison,1975,35.4,480.0,2022-03-07,53,simule_distributions_ademe_2023
56210,C,B,maison,2004,58.1,222.0,2022-03-08,53,simule_distributions_ademe_2023
35036,E,G,immeuble,1977,41.7,449.0,2022-03-08,53,simule_distributions_ademe_2023
29240,F,D,appartement,1971,45.9,640.0,2022-03-08,53,simule_distributions_ademe_2023
22088,D,D,maison,1992,62.9,309.0,2022-03-08,53,simule_distributions_ademe_2023
56191,C,F,maison,2019,120.4,170.0,2022-03-09,53,simule_distributions_ademe_2023
56098,F,E,immeuble,1933,58.2,405.0,2022-03-09,53,simule_distributions_ademe_2023
35257,C,D,maison,1988,48.6,166.0,2022-03-09,53,simule_distributions_ademe_2023
56010,B,C,maison,2013,39.6,147.0,2022-03-10,53,simule_distributions_ademe_2023
56166,G,E,immeuble,1971,80.0,499.0,2022-03-10,53,simule_distributions_ademe_2023
56226,E,D,maison,1968,35.5,378.0,2022-03-10,53,simule_distributions_ademe_2023
22160,G,B,appartement,1961,98.5,437.0,2022-03-10,53,simule_distributions_ademe_2023
29066,C,D,appartement,2011,60.4,306.0,2022-03-11,53,simule_distributions_ademe_2023
29284,F,F,maison,1921,55.4,631.0,2022-03-11,53,simule_distributions_ademe_2023
35347,E,E,immeuble,1971,36.1,511.0,2022-03-11,53,simule_distributions_ademe_2023
29239,E,D,appartement,1989,32.5,582.0,2022-03-11,53,simule_distributions_ademe_2023
22243,E,F,maison,1968,72.3,333.0,2022-03-12,53,simule_distributions_ademe_2023
35185,F,D,appartement,1951,112.0,610.0,2022-03-12,53,simule_distributions_ademe_2023
56154,G,G,maison,1939,82.5,499.0,2022-03-12,53,simule_distributions_ademe_2023
22195,C,C,maison,2003,32.4,276.0,2022-03-12,53,simule_distributions_ademe_2023
35222,B,F,maison,1985,21.5,98.0,2022-03-13,53,simule_distributions_ademe_2023
22064,E,F,appartement,1986,52.8,628.0,2022-03-13,53,simule_distributions_ademe_2023
56165,F,G,maison,1936,62.2,360.0,2022-03-13,53,simule_distributions_ademe_2023
29230,E,F,maison,1985,105.5,599.0,2022-03-13,53,simule_distributions_ademe_2023
35150,F,D,appartement,1937,50.8,335.0,2022-03-14,53,simule_distributions_ademe_2023
22268,D,F,appartement,1985,210.8,185.0,2022-03-14,53,simule_distributions_ademe_2023
29217,E,C,appartement,1975,84.6,637.0,2022-03-14,53,simule_distributions_ademe_2023
29343,F,D,appartement,1943,94.1,568.0,2022-03-14,53,simule_distributions_ademe_2023
56364,D,D,appartement,1970,39.0,171.0,2022-03-15,53,simule_distributions_ademe_2023
29260,G,F,appartement,1969,41.2,568.0,2022-03-15,53,simule_distributions_ademe_2023
29251,E,C,maison,1968,103.6,383.0,2022-03-15,53,simule_distributions_ademe_2023
35338,F,E,appartement,1961,39.3,574.0,2022-03-15,53,simule_distributions_ademe_2023
22100,E,E,appartement,1988,47.9,653.0,2022-03-16,53,simule_distributions_ademe_2023
29116,E,D,appartement,1968,31.2,567.0,2022-03-16,53,simule_distributions_ademe_2023
29284,E,G,maison,1984,49.6,499.0,2022-03-16,53,simule_distributions_ademe_2023
56004,F,C,maison,1965,100.6,345.0,2022-03-16,53,simule_distributions_ademe_2023
29123,D,D,appartement,1965,58.2,232.0,2022-03-17,53,simule_distributions_ademe_2023
35268,F,E,maison,1923,35.3,350.0,2022-03-17,53,simule_distributions_ademe_2023
22031,E,A,maison,1969,77.1,408.0,2022-03-17,53,simule_distributions_ademe_2023
56314,E,D,appartement,1979,73.3,454.0,2022-03-17,53,simule_distributions_ademe_2023
56263,A,F,appartement,1996,18.0,90.0,2022-03-18,53,simule_distributions_ademe_2023
29037,C,D,appartement,2011,40.6,244.0,2022-03-18,53,simule_distributions_ademe_2023
56391,F,E,maison,1961,111.6,390.0,2022-03-18,53,simule_distributions_ademe_2023
56114,B,E,maison,2003,98.0,67.0,2022-03-18,53,simule_distributions_ademe_2023
22119,C,C,appartement,2015,32.0,193.0,2022-03-19,53,simule_distributions_ademe_2023
29095,E,E,maison,1993,81.3,333.0,2022-03-19,53,simule_distributions_ademe_2023
56252,G,G,appartement,1927,81.4,344.0,2022-03-19,53,simule_distributions_ademe_2023
56113,E,F,appartement,1989,113.1,667.0,2022-03-19,53,simule_distributions_ademe_2023
35012,G,E,appartement,1941,103.5,422.0,2022-03-20,53,simule_distributions_ademe_2023
35035,G,E,maison,1929,53.8,445.0,2022-03-20,53,simule_distributions_ademe_2023
22106,G,F,immeuble,1969,150.9,468.0,2022-03-20,53,simule_distributions_ademe_2023
29166,D,B,maison,1965,35.7,324.0,2022-03-21,53,simule_distributions_ademe_2023
35381,F,G,maison,1950,21.7,501.0,2022-03-21,53,simule_distributions_ademe_2023
22038,F,B,maison,1948,37.5,598.0,2022-03-21,53,simule_distributions_ademe_2023
35078,F,F,appartement,1949,62.1,430.0,2022-03-21,53,simule_distributions_ademe_2023
29096,F,E,appartement,1927,87.9,617.0,2022-03-22,53,simule_distributions_ademe_2023
29079,D,E,appartement,1972,141.7,180.0,2022-03-22,53,simule_distributions_ademe_2023
35218,D,G,immeuble,1988,82.5,218.0,2022-03-22,53,simule_distributions_ademe_2023
35007,F,E,appartement,1920,55.0,633.0,2022-03-22,53,simule_distributions_ademe_2023
35247,D,G,maison,1975,37.3,245.0,2022-03-23,53,simule_distributions_ademe_2023
22061,D,E,appartement,1980,126.8,248.0,2022-03-23,53,simule_distributions_ademe_2023
56179,B,F,maison,2006,46.1,65.0,2022-03-23,53,simule_distributions_ademe_2023
22158,F,E,maison,1942,92.9,341.0,2022-03-23,53,simule_distributions_ademe_2023
29036,F,G,maison,1963,67.8,353.0,2022-03-24,53,simule_distributions_ademe_2023
22338,C,E,appartement,1987,60.7,211.0,2022-03-24,53,simule_distributions_ademe_2023
22399,D,C,appartement,1969,139.9,280.0,2022-03-24,53,simule_distributions_ademe_2023
22033,D,D,appartement,1985,71.8,264.0,2022-03-24,53,simule_distributions_ademe_2023
56018,E,D,appartement,1968,69.6,443.0,2022-03-25,53,simule_distributions_ademe_2023
22189,B,E,maison,2007,33.8,148.0,2022-03-25,53,simule_distributions_ademe_2023
29373,B,F,maison,1996,59.8,108.0,2022-03-25,53,simule_distributions_ademe_2023
22265,A,F,appartement,2010,40.3,147.0,2022-03-25,53,simule_distributions_ademe_2023
35209,D,E,maison,1968,103.8,278.0,2022-03-26,53,simule_distributions_ademe_2023
29383,C,E,maison,2010,67.8,193.0,2022-03-26,53,simule_distributions_ademe_2023
29277,D,F,appartement,1991,73.8,259.0,2022-03-26,53,simule_distributions_ademe_2023
35397,D,C,maison,1978,96.5,203.0,2022-03-26,53,simule_distributions_ademe_2023
22338,E,F,maison,1987,72.2,447.0,2022-03-27,53,simule_distributions_ademe_2023
35339,D,F,maison,1970,103.9,271.0,2022-03-27,53,simule_distributions_ademe_2023
35341,F,B,maison,1961,95.6,604.0,2022-03-27,53,simule_distributions_ademe_2023
56363,F,A,maison,1923,54.2,344.0,2022-03-27,53,simule_distributions_ademe_2023
35042,F,D,appartement,1920,50.0,526.0,2022-03-28,53,simule_distributions_ademe_2023
56230,G,G,appartement,1959,39.4,633.0,2022-03-28,53,simule_distributions_ademe_2023
56386,G,B,maison,1966,30.2,619.0,2022-03-28,53,simule_distributions_ademe_2023
56220,D,B,maison,1985,95.4,206.0,2022-03-28,53,simule_distributions_ademe_2023
29202,D,E,maison,1974,25.1,321.0,2022-03-29,53,simule_distributions_ademe_2023
22305,D,G,maison,1971,40.4,196.0,2022-03-29,53,simule_distributions_ademe_2023
56172,G,E,immeuble,1956,176.8,449.0,2022-03-29,53,simule_distributions_ademe_2023
29321,D,E,appartement,1967,52.4,197.0,2022-03-29,53,simule_distributions_ademe_2023
56235,C,D,maison,1987,46.2,210.0,2022-03-30,53,simule_distributions_ademe_2023
22050,D,C,appartement,1966,74.6,309.0,2022-03-30,53,simule_distributions_ademe_2023
35231,C,E,maison,2014,38.3,163.0,2022-03-30,53,simule_distributions_ademe_2023
22232,C,E,maison,1985,67.4,197.0,2022-03-30,53,simule_distributions_ademe_2023
22244,E,E,maison,1968,118.7,410.0,2022-03-31,53,simule_distributions_ademe_2023
56186,D,E,maison,1968,90.3,175.0,2022-03-31,53,simule_distributions_ademe_2023
56131,D,E,appartement,1986,118.3,300.0,2022-03-31,53,simule_distributions_ademe_2023
29373,D,F,maison,1971,102.2,265.0,2022-04-01,53,simule_distributions_ademe_2023
35083,F,D,maison,1952,142.3,535.0,2022-04-01,53,simule_distributions_ademe_2023
35076,F,E,maison,1960,49.5,540.0,2022-04-01,53,simule_distributions_ademe_2023
56103,D,F,maison,1965,103.1,160.0,2022-04-01,53,simule_distributions_ademe_2023
22264,D,E,maison,1972,64.9,153.0,2022-04-02,53,simule_distributions_ademe_2023
35083,A,E,maison,2011,102.4,113.0,2022-04-02,53,simule_distributions_ademe_2023
29290,C,F,maison,1999,101.4,305.0,2022-04-02,53,simule_distributions_ademe_2023
29292,E,C,appartement,1971,88.6,463.0,2022-04-02,53,simule_distributions_ademe_2023
22036,E,D,maison,1990,117.4,357.0,2022-04-03,53,simule_distributions_ademe_2023
29293,D,E,maison,1980,65.8,171.0,2022-04-03,53,simule_distributions_ademe_2023
29166,D,F,maison,1987,55.4,249.0,2022-04-03,53,simule_distributions_ademe_2023
35124,D,D,maison,1984,104.8,293.0,2022-04-03,53,simule_distributions_ademe_2023
29280,D,G,maison,1981,42.9,206.0,2022-04-04,53,simule_distributions_ademe_2023
56206,F,D,appartement,1966,74.8,428.0,2022-04-04,53,simule_distributions_ademe_2023
22136,D,G,appartement,1984,46.2,214.0,2022-04-04,53,simule_distributions_ademe_2023
56045,G,C,maison,1938,69.0,504.0,2022-04-04,53,simule_distributions_ademe_2023
56016,C,D,maison,1986,37.5,317.0,2022-04-05,53,simule_distributions_ademe_2023
22050,E,D,appartement,1980,65.9,608.0,2022-04-05,53,simule_distributions_ademe_2023
56291,E,D,maison,1968,73.8,428.0,2022-04-05,53,simule_distributions_ademe_2023
56020,C,F,appartement,1989,105.7,247.0,2022-04-05,53,simule_distributions_ademe_2023
22169,D,E,maison,1992,129.0,233.0,2022-04-06,53,simule_distributions_ademe_2023
56333,D,B,maison,1968,116.6,300.0,2022-04-06,53,simule_distributions_ademe_2023
29197,F,B,appartement,1963,71.1,672.0,2022-04-06,53,simule_distributions_ademe_2023
29251,D,F,appartement,1972,69.9,303.0,2022-04-06,53,simule_distributions_ademe_2023
22137,D,B,appartement,1994,58.3,270.0,2022-04-07,53,simule_distributions_ademe_2023
29319,C,D,immeuble,2017,53.2,312.0,2022-04-07,53,simule_distributions_ademe_2023
56266,D,F,maison,1973,156.8,200.0,2022-04-07,53,simule_distributions_ademe_2023
35273,E,G,maison,1987,47.8,450.0,2022-04-07,53,simule_distributions_ademe_2023
35076,D,D,appartement,1993,69.7,177.0,2022-04-08,53,simule_distributions_ademe_2023
35248,E,E,maison,1973,42.1,666.0,2022-04-08,53,simule_distributions_ademe_2023
35173,C,A,maison,2011,115.6,224.0,2022-04-08,53,simule_distributions_ademe_2023
35333,F,D,appartement,1957,53.3,584.0,2022-04-08,53,simule_distributions_ademe_2023
35215,D,F,immeuble,1992,68.6,186.0,2022-04-09,53,simule_distributions_ademe_2023
56191,E,F,appartement,1985,86.1,584.0,2022-04-09,53,simule_distributions_ademe_2023
56344,D,E,maison,1974,65.6,310.0,2022-04-09,53,simule_distributions_ademe_2023
22013,E,F,maison,1969,129.1,426.0,2022-04-09,53,simule_distributions_ademe_2023
29321,C,E,maison,1998,93.9,224.0,2022-04-10,53,simule_distributions_ademe_2023
29026,C,C,maison,1986,43.6,169.0,2022-04-10,53,simule_distributions_ademe_2023
29322,C,F,maison,2018,73.7,184.0,2022-04-10,53,simule_distributions_ademe_2023
35200,E,D,maison,1987,74.1,399.0,2022-04-10,53,simule_distributions_ademe_2023
22111,G,D,appartement,1934,87.2,663.0,2022-04-11,53,simule_distributions_ademe_2023
35338,B,E,appartement,1988,88.9,141.0,2022-04-11,53,simule_distributions_ademe_2023
56130,C,B,appartement,1999,45.1,201.0,2022-04-11,53,simule_distributions_ademe_2023
35003,C,D,maison,1989,63.2,283.0,2022-04-12,53,simule_distributions_ademe_2023
35152,A,F,appartement,2011,58.8,94.0,2022-04-12,53,simule_distributions_ademe_2023
35288,F,F,maison,1928,183.2,486.0,2022-04-12,53,simule_distributions_ademe_2023
56151,D,E,maison,1979,222.5,165.0,2022-04-12,53,simule_distributions_ademe_2023
22318,D,F,maison,1985,95.0,261.0,2022-04-13,53,simule_distributions_ademe_2023
22330,E,E,immeuble,1973,60.8,652.0,2022-04-13,53,simule_distributions_ademe_2023
29179,C,B,maison,2004,18.7,237.0,2022-04-13,53,simule_distributions_ademe_2023
29380,C,D,maison,2009,62.2,240.0,2022-04-13,53,simule_distributions_ademe_2023
56256,A,F,appartement,2009,48.8,78.0,2022-04-14,53,simule_distributions_ademe_2023
22265,E,F,appartement,1985,61.7,680.0,2022-04-14,53,simule_distributions_ademe_2023
29254,E,G,appartement,1968,64.7,518.0,2022-04-14,53,simule_distributions_ademe_2023
29293,F,E,appartement,1962,55.6,483.0,2022-04-14,53,simule_distributions_ademe_2023
29383,C,D,maison,2008,48.4,267.0,2022-04-15,53,simule_distributions_ademe_2023
56270,C,F,maison,1992,19.4,215.0,2022-04-15,53,simule_distributions_ademe_2023
22042,E,D,appartement,1989,103.4,402.0,2022-04-15,53,simule_distributions_ademe_2023
29058,F,C,immeuble,1960,181.1,599.0,2022-04-15,53,simule_distributions_ademe_2023
22031,F,F,appartement,1923,220.4,380.0,2022-04-16,53,simule_distributions_ademe_2023
56028,A,D,maison,2014,92.5,55.0,2022-04-16,53,simule_distributions_ademe_2023
29224,A,F,maison,2002,68.5,80.0,2022-04-16,53,simule_distributions_ademe_2023
22162,D,F,maison,1984,71.8,276.0,2022-04-16,53,simule_distributions_ademe_2023
35307,B,G,immeuble,1992,63.1,95.0,2022-04-17,53,simule_distributions_ademe_2023
29297,E,B,maison,1973,64.9,499.0,2022-04-17,53,simule_distributions_ademe_2023
22271,G,E,maison,1937,73.7,615.0,2022-04-17,53,simule_distributions_ademe_2023
22137,D,C,appartement,1965,61.7,175.0,2022-04-17,53,simule_distributions_ademe_2023
56022,F,E,appartement,1967,74.0,442.0,2022-04-18,53,simule_distributions_ademe_2023
29210,D,D,maison,1988,81.8,237.0,2022-04-18,53,simule_distributions_ademe_2023
35143,A,D,appartement,2005,44.2,140.0,2022-04-18,53,simule_distributions_ademe_2023
22266,D,E,maison,1972,28.3,242.0,2022-04-18,53,simule_distributions_ademe_2023
29084,D,C,maison,1990,69.0,185.0,2022-04-19,53,simule_distributions_ademe_2023
35355,B,E,appartement,1992,81.1,115.0,2022-04-19,53,simule_distributions_ademe_2023
22129,D,F,maison,1965,53.4,196.0,2022-04-19,53,simule_distributions_ademe_2023
56054,C,F,maison,1999,18.0,307.0,2022-04-19,53,simule_distributions_ademe_2023
22028,C,F,maison,2013,39.6,285.0,2022-04-20,53,simule_distributions_ademe_2023
56313,D,F,maison,1991,103.0,174.0,2022-04-20,53,simule_distributions_ademe_2023
29392,D,E,appartement,1975,121.5,164.0,2022-04-20,53,simule_distributions_ademe_2023
56135,C,G,appartement,2010,175.3,302.0,2022-04-20,53,simule_distributions_ademe_2023
22016,C,D,appartement,2018,172.8,206.0,2022-04-21,53,simule_distributions_ademe_2023
29008,E,F,maison,1967,108.4,373.0,2022-04-21,53,simule_distributions_ademe_2023
56212,D,C,appartement,1991,86.7,152.0,2022-04-21,53,simule_distributions_ademe_2023
56315,F,G,appartement,1933,65.9,672.0,2022-04-21,53,simule_distributions_ademe_2023
22264,F,F,appartement,1921,132.9,494.0,2022-04-22,53,simule_distributions_ademe_2023
35068,D,D,maison,1978,79.9,234.0,2022-04-22,53,simule_distributions_ademe_2023
56097,B,B,maison,2001,65.6,131.0,2022-04-22,53,simule_distributions_ademe_2023
22206,E,D,appartement,1982,145.9,479.0,2022-04-23,53,simule_distributions_ademe_2023
35360,D,G,maison,1992,33.3,291.0,2022-04-23,53,simule_distributions_ademe_2023
56273,F,F,maison,1956,97.2,662.0,2022-04-23,53,simule_distributions_ademe_2023
29266,C,C,maison,2014,64.9,329.0,2022-04-23,53,simule_distributions_ademe_2023
22302,C,F,maison,1991,62.8,242.0,2022-04-24,53,simule_distributions_ademe_2023
35069,E,D,appartement,1991,25.3,596.0,2022-04-24,53,simule_distributions_ademe_2023
56005,G,C,maison,1925,66.1,589.0,2022-04-24,53,simule_distributions_ademe_2023
35220,F,F,appartement,1944,149.3,553.0,2022-04-24,53,simule_distributions_ademe_2023
35238,C,A,appartement,1994,33.5,281.0,2022-04-25,53,simule_distributions_ademe_2023
35217,G,E,immeuble,1949,24.2,410.0,2022-04-25,53,simule_distributions_ademe_2023
22060,G,F,appartement,1924,133.2,670.0,2022-04-25,53,simule_distributions_ademe_2023
35357,F,D,maison,1974,32.1,689.0,2022-04-25,53,simule_distributions_ademe_2023
29097,B,E,maison,1986,66.2,118.0,2022-04-26,53,simule_distributions_ademe_2023
29174,E,D,maison,1991,81.3,434.0,2022-04-26,53,simule_distributions_ademe_2023
29133,F,G,appartement,1937,99.3,577.0,2022-04-26,53,simule_distributions_ademe_2023
29074,C,E,immeuble,2019,46.5,193.0,2022-04-26,53,simule_distributions_ademe_2023
29154,D,E,appartement,1969,89.2,282.0,2022-04-27,53,simule_distributions_ademe_2023
35178,D,C,maison,1975,54.1,193.0,2022-04-27,53,simule_distributions_ademe_2023
35134,D,D,appartement,1973,62.3,321.0,2022-04-27,53,simule_distributions_ademe_2023
22108,F,F,maison,1967,95.5,697.0,2022-04-27,53,simule_distributions_ademe_2023
35317,D,E,appartement,1970,131.7,152.0,2022-04-28,53,simule_distributions_ademe_2023
35036,F,D,immeuble,1932,59.2,616.0,2022-04-28,53,simule_distributions_ademe_2023
22110,E,G,maison,1979,55.0,346.0,2022-04-28,53,simule_distributions_ademe_2023
29184,D,B,appartement,1985,185.2,184.0,2022-04-28,53,simule_distributions_ademe_2023
35100,C,E,appartement,2014,65.4,277.0,2022-04-29,53,simule_distributions_ademe_2023
56341,G,F,appartement,1962,107.1,651.0,2022-04-29,53,simule_distributions_ademe_2023
29190,B,D,maison,1988,38.6,136.0,2022-04-29,53,simule_distributions_ademe_2023
29327,D,D,immeuble,1985,77.9,194.0,2022-04-29,53,simule_distributions_ademe_2023
56323,C,E,appartement,1993,63.5,215.0,2022-04-30,53,simule_distributions_ademe_2023
35343,D,E,appartement,1977,58.4,270.0,2022-04-30,53,simule_distributions_ademe_2023
22306,D,D,appartement,1983,78.7,306.0,2022-04-30,53,simule_distributions_ademe_2023
29035,E,D,maison,1981,103.2,398.0,2022-04-30,53,simule_distributions_ademe_2023
56292,G,F,appartement,1944,135.6,607.0,2022-05-01,53,simule_distributions_ademe_2023
29295,G,D,maison,1970,51.4,414.0,2022-05-01,53,simule_distributions_ademe_2023
35071,E,F,maison,1978,100.8,553.0,2022-05-01,53,simule_distributions_ademe_2023
22148,D,B,appartement,1985,100.6,297.0,2022-05-01,53,simule_distributions_ademe_2023
56048,D,G,appartement,1994,50.5,187.0,2022-05-02,53,simule_distributions_ademe_2023
22151,G,E,maison,1960,129.7,362.0,2022-05-02,53,simule_distributions_ademe_2023
56354,F,E,appartement,1958,169.0,556.0,2022-05-02,53,simule_distributions_ademe_2023
29245,F,G,appartement,1921,44.6,436.0,2022-05-02,53,simule_distributions_ademe_2023
35249,G,G,appartement,1950,18.0,674.0,2022-05-03,53,simule_distributions_ademe_2023
56379,C,A,maison,1988,129.9,313.0,2022-05-03,53,simule_distributions_ademe_2023
35011,D,D,maison,1967,70.2,317.0,2022-05-03,53,simule_distributions_ademe_2023
29357,B,F,maison,2016,61.0,59.0,2022-05-04,53,simule_distributions_ademe_2023
35004,F,G,appartement,1965,67.1,426.0,2022-05-04,53,simule_distributions_ademe_2023
35319,E,D,appartement,1992,96.8,377.0,2022-05-04,53,simule_distributions_ademe_2023
22256,C,E,appartement,2000,48.6,215.0,2022-05-04,53,simule_distributions_ademe_2023
35063,G,B,maison,1937,62.1,582.0,2022-05-05,53,simule_distributions_ademe_2023
29361,B,B,appartement,1994,52.5,58.0,2022-05-05,53,simule_distributions_ademe_2023
29161,F,D,appartement,1967,78.3,543.0,2022-05-05,53,simule_distributions_ademe_2023
22014,D,E,maison,1965,47.2,188.0,2022-05-05,53,simule_distributions_ademe_2023
56109,F,D,maison,1952,86.9,485.0,2022-05-06,53,simule_distributions_ademe_2023
22108,D,B,maison,1977,108.7,161.0,2022-05-06,53,simule_distributions_ademe_2023
35046,G,F,maison,1930,49.8,683.0,2022-05-06,53,simule_distributions_ademe_2023
29239,C,D,appartement,1989,69.5,235.0,2022-05-06,53,simule_distributions_ademe_2023
22307,F,F,maison,1944,57.3,388.0,2022-05-07,53,simule_distributions_ademe_2023
29339,F,G,maison,1967,129.3,469.0,2022-05-07,53,simule_distributions_ademe_2023
56353,A,D,appartement,1997,85.0,135.0,2022-05-07,53,simule_distributions_ademe_2023
22253,G,B,appartement,1952,89.4,647.0,2022-05-07,53,simule_distributions_ademe_2023
56250,F,B,appartement,1969,68.4,350.0,2022-05-08,53,simule_distributions_ademe_2023
29290,E,F,appartement,1987,65.0,661.0,2022-05-08,53,simule_distributions_ademe_2023
22186,G,D,maison,1938,148.7,384.0,2022-05-08,53,simule_distributions_ademe_2023
29231,F,D,appartement,1948,70.2,410.0,2022-05-08,53,simule_distributions_ademe_2023
35046,A,F,maison,1995,129.6,126.0,2022-05-09,53,simule_distributions_ademe_2023
56131,E,E,maison,1969,39.3,460.0,2022-05-09,53,simule_distributions_ademe_2023
22159,G,E,maison,1927,158.4,602.0,2022-05-09,53,simule_distributions_ademe_2023
22034,F,D,appartement,1973,57.8,357.0,2022-05-09,53,simule_distributions_ademe_2023
22354,E,F,maison,1969,72.6,436.0,2022-05-10,53,simule_distributions_ademe_2023
56139,D,D,maison,1970,49.7,239.0,2022-05-10,53,simule_distributions_ademe_2023
29013,B,E,appartement,1988,107.3,79.0,2022-05-10,53,simule_distributions_ademe_2023
22236,B,G,appartement,2000,48.2,100.0,2022-05-10,53,simule_distributions_ademe_2023
22226,E,B,appartement,1979,99.8,592.0,2022-05-11,53,simule_distributions_ademe_2023
22350,G,F,maison,1920,45.2,451.0,2022-05-11,53,simule_distributions_ademe_2023
35102,D,F,maison,1981,52.4,324.0,2022-05-11,53,simule_distributions_ademe_2023
22278,D,E,maison,1979,39.7,296.0,2022-05-11,53,simule_distributions_ademe_2023
56001,E,D,appartement,1984,63.1,339.0,2022-05-12,53,simule_distributions_ademe_2023
22186,B,C,appartement,1991,144.0,75.0,2022-05-12,53,simule_distributions_ademe_2023
35142,A,E,appartement,2012,76.9,64.0,2022-05-12,53,simule_distributions_ademe_2023
29086,D,B,appartement,1975,133.6,215.0,2022-05-12,53,simule_distributions_ademe_2023
56170,D,G,maison,1982,107.8,281.0,2022-05-13,53,simule_distributions_ademe_2023
29144,E,F,maison,1971,52.1,611.0,2022-05-13,53,simule_distributions_ademe_2023
56062,E,E,maison,1972,19.9,586.0,2022-05-13,53,simule_distributions_ademe_2023
56109,D,A,maison,1976,65.6,318.0,2022-05-13,53,simule_distributions_ademe_2023
29145,C,E,appartement,2014,46.8,181.0,2022-05-14,53,simule_distributions_ademe_2023
35141,C,E,maison,2014,161.7,153.0,2022-05-14,53,simule_distributions_ademe_2023
56210,D,F,maison,1986,57.5,326.0,2022-05-14,53,simule_distributions_ademe_2023
29207,C,F,appartement,2016,64.9,238.0,2022-05-15,53,simule_distributions_ademe_2023
35223,F,D,appartement,1954,117.7,574.0,2022-05-15,53,simule_distributions_ademe_2023
35184,D,F,maison,1994,56.2,153.0,2022-05-15,53,simule_distributions_ademe_2023
